archetype #,Feature Name,P value (Hypergeom.),Significant after Benjamini-Hochberg correction?,P maximal
1,NEW 10 2020: Y,5.1336e-09,1,0.99637
1,10 08 2020: Y,5.1336e-09,1,0.99637
1,subtype: Y,1.0239e-07,1,0.98788
1,subtype: P,0.0089655,1,0.18284
1,NEW 10 2020: P,0.0089655,1,0.18284
1,10 08 2020: P,0.0089655,1,0.18284
1,source: CCLE,0.015621,1,0.49683
1,subtype: uncl,0.34761,1,0.021713
1,source: Minna,0.99739,1,4.6737e-14
1,subtype: A,1,1,9.1952e-28
1,subtype: A2,1,1,1.4816e-12
1,subtype: N,1,1,1.2332e-09
1,NEW 10 2020: A,1,1,7.4198e-24
1,NEW 10 2020: A2,1,1,1.2649e-13
1,NEW 10 2020: N,1,1,4.12e-12
1,10 08 2020: A,1,1,2.8448e-28
1,10 08 2020: A2,1,1,2.9093e-13
1,10 08 2020: N,1,1,6.8322e-09
1,10 08 2020: uncl,1,1,0.00042969
2,10 08 2020: N,4.3261e-11,1,0.99441
2,NEW 10 2020: N,4.9325e-10,1,0.95212
2,subtype: N,2.1689e-08,1,0.95132
2,subtype: uncl,0.049376,1,0.21889
2,10 08 2020: uncl,0.19076,1,0.055652
2,source: CCLE,0.3746,1,0.0043556
2,source: Minna,0.82302,1,2.1459e-06
2,subtype: A,1,1,4.214e-26
2,subtype: A2,1,1,4.5423e-13
2,subtype: P,1,1,9.9999e-07
2,subtype: Y,1,1,5.0181e-06
2,NEW 10 2020: A,1,1,4.4468e-23
2,NEW 10 2020: A2,1,1,1.6972e-14
2,NEW 10 2020: P,1,1,9.9999e-07
2,NEW 10 2020: Y,1,1,2.3e-06
2,10 08 2020: A,1,1,7.701e-27
2,10 08 2020: A2,1,1,3.9035e-14
2,10 08 2020: P,1,1,9.9999e-07
2,10 08 2020: Y,1,1,2.3e-06
3,subtype: A2,4.9325e-10,1,0.75999
3,10 08 2020: A2,1.6489e-09,1,0.49997
3,NEW 10 2020: A2,2.8855e-09,1,0.49997
3,source: CCLE,0.062313,1,0.30818
3,source: Minna,0.98438,1,2.7074e-10
3,subtype: A,1,1,6.3547e-26
3,subtype: N,1,1,4.7933e-10
3,subtype: P,1,1,6.1268e-07
3,subtype: Y,1,1,4.5454e-06
3,subtype: uncl,1,1,8.9674e-05
3,NEW 10 2020: A,1,1,3.864e-23
3,NEW 10 2020: N,1,1,3.5279e-13
3,NEW 10 2020: P,1,1,6.1268e-07
3,NEW 10 2020: Y,1,1,1.9763e-06
3,10 08 2020: A,1,1,7.0236e-27
3,10 08 2020: N,1,1,3.1966e-09
3,10 08 2020: P,1,1,6.1268e-07
3,10 08 2020: Y,1,1,1.9763e-06
3,10 08 2020: uncl,1,1,0.00045
4,NEW 10 2020: A,6.6081e-06,1,0.67564
4,subtype: A,4.1614e-05,1,0.47091
4,10 08 2020: A,5.2963e-05,1,0.24746
4,source: Minna,0.38448,1,0.0037897
4,source: CCLE,0.82173,1,2.5822e-06
4,subtype: A2,1,1,2.3494e-12
4,subtype: N,1,1,6.7401e-10
4,subtype: P,1,1,7.7198e-07
4,subtype: Y,1,1,3.8739e-06
4,subtype: uncl,1,1,9.9e-05
4,NEW 10 2020: A2,1,1,1.2954e-13
4,NEW 10 2020: N,1,1,1.4331e-12
4,NEW 10 2020: P,1,1,7.7198e-07
4,NEW 10 2020: Y,1,1,1.4092e-06
4,10 08 2020: A2,1,1,2.8263e-13
4,10 08 2020: N,1,1,4.4466e-09
4,10 08 2020: P,1,1,7.7198e-07
4,10 08 2020: Y,1,1,1.4092e-06
4,10 08 2020: uncl,1,1,0.00042969
