archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO_SEQUESTERING_OF_ACTIN_MONOMERS,4.8997e-05,1598.455,1630.6561,1,1
1,GO_REGULATION_OF_LIGASE_ACTIVITY,1.2939e-05,1350.6626,1454.3656,1,1
1,GO_POSITIVE_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS,1.2035e-05,1348.4631,1433.1569,1,1
1,GO_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,1.2035e-05,1123.9341,1205.8989,1,1
1,GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS,1.1191e-05,937.7497,962.4232,1,1
1,GO_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS,1.2035e-05,895.0321,956.4734,1,1
1,GO_REGULATION_OF_PROTON_TRANSPORT,1.1191e-05,869.4401,917.316,1,1
1,GO_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR,1.2939e-05,835.151,907.124,1,1
1,GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,1.2939e-05,832.1341,873.4274,1,1
1,GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,1.2035e-05,798.0505,840.4381,1,1
1,GO_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS,1.1191e-05,774.2559,800.2746,1,1
1,GO_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,1.2939e-05,701.987,761.658,1,1
1,GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING,1.1191e-05,686.5918,730.5027,1,1
1,GO_ENDOTHELIAL_CELL_CHEMOTAXIS,1.2035e-05,578.6901,600.5512,1,1
1,GO_ATP_BIOSYNTHETIC_PROCESS,1.2035e-05,575.9168,596.5843,1,1
1,GO_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN,1.2939e-05,573.7305,628.7671,1,1
1,GO_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,1.2035e-05,421.5116,446.7928,1,1
1,GO_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,1.2035e-05,366.8818,387.1804,1,1
1,GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,1.1191e-05,356.3179,364.5448,1,1
1,GO_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS,1.0403e-05,346.2581,381.601,1,1
1,GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,2.8267e-05,297.8759,302.2411,1,1
1,GO_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING,1.1191e-05,284.0257,308.8027,1,1
