archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE,2.8267e-05,0.37482,0.39329,1,1
1,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,4.5779e-05,0.26399,0.29881,1,1
1,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS NONSENSE MEDIATED DECAY,0.0017696,0.23345,0.1917,1,1
1,GO AEROBIC ELECTRON TRANSPORT CHAIN,0.0172,0.16968,0.15484,1,1
1,GO MITOCHONDRIAL ELECTRON TRANSPORT NADH TO UBIQUINONE,0.045233,0.15438,0.091879,1,1
1,GO PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,0.0015882,0.088582,0.13856,1,1
2,GO DENDRITIC CELL APOPTOTIC PROCESS,7.3279e-05,1.2977,1.1402,1,1
2,GO DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION,8.9327e-05,1.287,1.1871,1,1
2,GO POSITIVE REGULATION OF NEUROINFLAMMATORY RESPONSE,3.4805e-05,1.1916,1.0999,1,1
2,GO NATURAL KILLER CELL CHEMOTAXIS,0.00013188,1.1747,1.0656,1,1
2,GO REGULATION OF ANTIGEN PROCESSING AND PRESENTATION,7.8298e-05,1.159,1.1428,1,1
2,GO POSITIVE REGULATION OF CHEMOKINE BIOSYNTHETIC PROCESS,7.7514e-06,1.083,1.0356,1,1
2,GO CHEMOKINE BIOSYNTHETIC PROCESS,1.3909e-05,1.046,0.9597,1,1
2,GO HYPERSENSITIVITY,7.8298e-05,1.0243,0.93678,1,1
2,GO REGULATION OF T CELL TOLERANCE INDUCTION,0.00023283,1.0124,0.96197,1,1
2,GO ESTABLISHMENT OF LYMPHOCYTE POLARITY,0.00020554,1.0119,0.84857,1,1
2,GO REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,5.2428e-05,0.97628,0.92789,1,1
2,GO COMPLEMENT ACTIVATION ALTERNATIVE PATHWAY,1.8524e-05,0.96856,1.0559,1,1
2,GO CHRONIC INFLAMMATORY RESPONSE,0.00011593,0.96459,0.88041,1,1
2,GO T CELL TOLERANCE INDUCTION,0.00023283,0.95887,0.89075,1,1
2,GO CHEMICAL HOMEOSTASIS WITHIN A TISSUE,1.2035e-05,0.9572,0.96923,1,1
2,GO DENDRITIC CELL CHEMOTAXIS,7.8298e-05,0.95685,0.83528,1,1
2,GO TOLERANCE INDUCTION,0.00017019,0.9471,0.89109,1,1
2,GO OPSONIZATION,5.337e-06,0.94565,0.88961,1,1
2,GO IMMUNOLOGICAL SYNAPSE FORMATION,0.00012367,0.9452,0.9179,1,1
2,GO POSITIVE REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,7.3279e-05,0.94221,0.90396,1,1
2,GO DENDRITIC CELL MIGRATION,5.6086e-05,0.93513,0.80324,1,1
2,GO POSITIVE REGULATION OF ALPHA BETA T CELL PROLIFERATION,0.00013188,0.9317,0.89542,1,1
2,GO DETECTION OF MOLECULE OF BACTERIAL ORIGIN,1.6059e-05,0.93087,0.9363,1,1
2,GO SYNAPSE PRUNING,5.2428e-05,0.9221,0.95271,1,1
