archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE,2.8267e-05,0.37482,0.39329,1,1
1,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,4.5779e-05,0.26399,0.29881,1,1
1,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS NONSENSE MEDIATED DECAY,0.0017696,0.23345,0.1917,1,1
1,GO AEROBIC ELECTRON TRANSPORT CHAIN,0.0172,0.16968,0.15484,1,1
1,GO MITOCHONDRIAL ELECTRON TRANSPORT NADH TO UBIQUINONE,0.045233,0.15438,0.091879,1,1
1,GO PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,0.0015882,0.088582,0.13856,1,1
1,GO NUCLEOBASE CONTAINING SMALL MOLECULE INTERCONVERSION,0.0172,-0.086193,-0.13495,1,0
1,GO MITOCHONDRIAL CYTOCHROME C OXIDASE ASSEMBLY,0.023112,-0.095135,-0.18776,1,0
1,GO SYNAPTONEMAL COMPLEX ORGANIZATION,0.037377,-0.10996,-0.24695,1,0
1,GO NEGATIVE REGULATION OF RESPONSE TO EXTRACELLULAR STIMULUS,0.0080134,-0.11039,-0.27049,1,0
1,GO ALDEHYDE CATABOLIC PROCESS,0.046961,-0.11548,-0.12635,1,0
1,GO BASE EXCISION REPAIR AP SITE FORMATION,0.024086,-0.12846,-0.18506,1,0
1,GO CYTOCHROME COMPLEX ASSEMBLY,0.0040644,-0.12886,-0.19795,1,0
1,GO PYRIMIDINE NUCLEOTIDE CATABOLIC PROCESS,0.013834,-0.12954,-0.21845,1,0
1,GO HISTONE EXCHANGE,0.010572,-0.13825,-0.20609,1,0
1,GO PURINE NUCLEOSIDE BIOSYNTHETIC PROCESS,0.013235,-0.14162,-0.1517,1,0
1,GO REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY,0.010101,-0.14221,-0.17266,1,0
1,GO PYRIMIDINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS,0.016475,-0.15082,-0.20203,1,0
1,GO POSITIVE REGULATION OF MITOCHONDRIAL TRANSLATION,0.0024341,-0.15186,-0.22683,1,0
1,GO DNA DAMAGE RESPONSE DETECTION OF DNA DAMAGE,0.00072571,-0.15616,-0.20479,1,0
1,GO NEGATIVE REGULATION OF UBIQUITIN PROTEIN TRANSFERASE ACTIVITY,0.0011418,-0.16058,-0.18918,1,0
1,GO RESPIRATORY CHAIN COMPLEX IV ASSEMBLY,0.0028457,-0.16139,-0.25039,1,0
1,GO TRNA WOBBLE URIDINE MODIFICATION,0.00029789,-0.16833,-0.29757,1,0
1,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS EXONUCLEOLYTIC 3 5,0.0024341,-0.17081,-0.27406,1,0
1,GO QUINONE METABOLIC PROCESS,0.0013481,-0.17235,-0.22366,1,0
1,GO IRON SULFUR CLUSTER ASSEMBLY,0.0172,-0.18344,-0.19913,1,0
1,GO DNA DEAMINATION,0.035953,-0.1836,-0.29326,1,0
1,GO RETINOL METABOLIC PROCESS,0.0020776,-0.18583,-0.26951,1,0
1,GO PROTEIN TARGETING,6.2007e-06,-0.18841,-0.2404,1,0
