NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	WDR43	82	0.3227798044681549	-0.0086045945	Yes	
row_1	PUS7	127	0.3081521689891815	-0.0058659054	Yes	
row_2	SNU13	133	0.30638816952705383	0.008514574	Yes	
row_3	NOP56	144	0.3037608563899994	0.021402515	Yes	
row_4	HEATR1	145	0.3026805520057678	0.037275534	Yes	
row_5	EXOSC8	158	0.30013376474380493	0.04956646	Yes	
row_6	NOP58	191	0.2937079071998596	0.055887237	Yes	
row_7	UTP18	204	0.2922443151473999	0.06817817	Yes	
row_8	DDX10	208	0.29136887192726135	0.08315566	Yes	
row_9	NSUN2	247	0.2837478220462799	0.08768539	Yes	
row_10	WDR36	255	0.282220721244812	0.10146886	Yes	
row_11	RRP1B	256	0.2819863557815552	0.117341876	Yes	
row_12	RSL1D1	267	0.28073450922966003	0.13022982	Yes	
row_13	DKC1	286	0.2781391143798828	0.1407297	Yes	
row_14	POP1	344	0.2704889178276062	0.13958779	Yes	
row_15	WDR12	389	0.26507532596588135	0.14232647	Yes	
row_16	TSEN34	403	0.2634786367416382	0.1543189	Yes	
row_17	GTPBP4	410	0.262882798910141	0.16840087	Yes	
row_18	MTREX	415	0.26206734776496887	0.18307985	Yes	
row_19	POP5	429	0.260976642370224	0.19507228	Yes	
row_20	NIFK	445	0.25916019082069397	0.20646769	Yes	
row_21	NOL10	473	0.25584059953689575	0.21428101	Yes	
row_22	XRN2	478	0.25515300035476685	0.22895999	Yes	
row_23	RCL1	497	0.25286903977394104	0.23945987	Yes	
row_24	EXOSC1	526	0.2500075101852417	0.24697468	Yes	
row_25	UTP20	549	0.24827836453914642	0.25628054	Yes	
row_26	RPL5	590	0.24525506794452667	0.26021326	Yes	
row_27	DDX27	593	0.24520337581634521	0.27548924	Yes	
row_28	LYAR	663	0.23802563548088074	0.27076524	Yes	
row_29	NAF1	677	0.2365611344575882	0.28275767	Yes	
row_30	DIS3	691	0.23520010709762573	0.2947501	Yes	
row_31	RRP12	720	0.23196983337402344	0.3022649	Yes	
row_32	RRP36	734	0.230560302734375	0.31425732	Yes	
row_33	UTP14A	751	0.22876612842082977	0.32535422	Yes	
row_34	NOP14	755	0.22865483164787292	0.3403317	Yes	
row_35	NSA2	758	0.22851261496543884	0.35560772	Yes	
row_36	RIOK3	785	0.22582024335861206	0.36371955	Yes	
row_37	ZBTB8OS	835	0.22198785841464996	0.36496568	Yes	
row_38	RPS17	851	0.22061660885810852	0.3763611	Yes	
row_39	KRR1	872	0.2190132588148117	0.38626397	Yes	
row_40	RRP9	919	0.21488618850708008	0.38840565	Yes	
row_41	WDR46	920	0.21482837200164795	0.40427867	Yes	
row_42	SUV39H1	944	0.21345913410186768	0.413286	Yes	
row_43	TRNT1	971	0.21158333122730255	0.42139784	Yes	
row_44	DDX56	1092	0.20165804028511047	0.40144995	Yes	
row_45	RPL27	1138	0.19851399958133698	0.40389013	Yes	
row_46	SART1	1187	0.194477379322052	0.4054348	Yes	
row_47	BUD23	1188	0.19446860253810883	0.4213078	Yes	
row_48	LAGE3	1214	0.19277702271938324	0.42971814	Yes	
row_49	RRP8	1220	0.19236862659454346	0.44409862	Yes	
row_50	CTU2	1223	0.192255899310112	0.4593746	Yes	
row_51	NOP10	1306	0.1840113252401352	0.45077002	Yes	
row_52	TRMT112	1307	0.183965265750885	0.46664304	Yes	
row_53	PES1	1311	0.18364576995372772	0.48162052	Yes	
row_54	EIF6	1351	0.1799018383026123	0.48585176	Yes	
row_55	FTSJ3	1352	0.17977119982242584	0.5017248	Yes	
row_56	MRPL44	1493	0.16578130424022675	0.47580674	No	
row_57	ISG20	1764	0.12171292304992676	0.41108274	No	
row_58	TRMT9B	2081	0.01714741624891758	0.33262742	No	
row_59	IL6	2488	3.43419196724426E-5	0.2273064	No	
row_60	LIN28B	2792	6.40543262875326E-8	0.15273166	No	
row_61	LIN28A	2863	9.37635746822707E-9	0.14770916	No	
row_62	RPS21	3358	3.735450307164656E-21	0.016119491	No	
