NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_HUMORAL_IMMUNE_RESPONSE	GOBP_HUMORAL_IMMUNE_RESPONSE	Details ...	45	-0.3412444	-2.680063	0.0	0.026500521	0.038	2113	tags=96%, list=62%, signal=248%	
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	Details ...	180	-0.16238272	-2.4892013	0.0	0.063087575	0.173	1922	tags=72%, list=56%, signal=155%	
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	Details ...	39	-0.33443528	-2.456509	0.0	0.053618807	0.213	1498	tags=77%, list=44%, signal=136%	
GOBP_TAXIS	GOBP_TAXIS	Details ...	182	-0.15617423	-2.4286788	0.0	0.051572215	0.259	1878	tags=70%, list=55%, signal=147%	
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	Details ...	21	-0.42879605	-2.3879712	0.0020325202	0.05425337	0.322	1797	tags=95%, list=53%, signal=200%	
GOBP_NEUTROPHIL_MIGRATION	GOBP_NEUTROPHIL_MIGRATION	Details ...	35	-0.33715641	-2.3846314	0.0	0.046604622	0.33	1690	tags=83%, list=50%, signal=162%	
GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	Details ...	102	-0.1967387	-2.3281627	0.0	0.060411684	0.442	1993	tags=77%, list=58%, signal=181%	
GOBP_LEUKOCYTE_CHEMOTAXIS	GOBP_LEUKOCYTE_CHEMOTAXIS	Details ...	64	-0.24666879	-2.291738	0.0	0.06707835	0.519	1628	tags=72%, list=48%, signal=135%	
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	Details ...	72	-0.23327182	-2.2638211	0.0	0.07114193	0.586	1971	tags=81%, list=58%, signal=187%	
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	Details ...	70	-0.23101577	-2.2447524	0.0	0.07228218	0.628	1179	tags=57%, list=35%, signal=86%	
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	Details ...	21	-0.40077493	-2.205101	0.0019157088	0.08308344	0.712	1567	tags=86%, list=46%, signal=157%	
GOBP_NEUTROPHIL_CHEMOTAXIS	GOBP_NEUTROPHIL_CHEMOTAXIS	Details ...	31	-0.3327674	-2.183448	0.00203666	0.08713726	0.757	1628	tags=81%, list=48%, signal=153%	
GOBP_PATTERN_SPECIFICATION_PROCESS	GOBP_PATTERN_SPECIFICATION_PROCESS	Details ...	73	-0.22003938	-2.1830304	0.0	0.08059761	0.757	1744	tags=73%, list=51%, signal=145%	
GOBP_MEMBRANE_INVAGINATION	GOBP_MEMBRANE_INVAGINATION	Details ...	22	-0.3763438	-2.1557472	0.0	0.09100352	0.822	1207	tags=73%, list=35%, signal=112%	
GOBP_POSITIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	Details ...	42	-0.28341174	-2.153604	0.0	0.086190246	0.824	1646	tags=76%, list=48%, signal=145%	
GOBP_PHAGOCYTOSIS	GOBP_PHAGOCYTOSIS	Details ...	53	-0.25436884	-2.151058	0.001984127	0.08224815	0.829	1207	tags=60%, list=35%, signal=92%	
GOBP_AXON_DEVELOPMENT	GOBP_AXON_DEVELOPMENT	Details ...	137	-0.160223	-2.1503165	0.0	0.077777885	0.832	2067	tags=76%, list=61%, signal=185%	
GOBP_FEEDING_BEHAVIOR	GOBP_FEEDING_BEHAVIOR	Details ...	15	-0.45981947	-2.1377995	0.0019723866	0.079768494	0.865	1624	tags=93%, list=48%, signal=177%	
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	Details ...	160	-0.1462496	-2.1158803	0.0	0.08614966	0.897	2085	tags=75%, list=61%, signal=184%	
GOBP_COLLAGEN_CATABOLIC_PROCESS	GOBP_COLLAGEN_CATABOLIC_PROCESS	Details ...	16	-0.42618486	-2.0724158	0.001984127	0.108499475	0.956	1113	tags=75%, list=33%, signal=111%	
GOBP_MYELOID_LEUKOCYTE_MIGRATION	GOBP_MYELOID_LEUKOCYTE_MIGRATION	Details ...	63	-0.2226439	-2.0373063	0.0020325202	0.12723137	0.977	1693	tags=71%, list=50%, signal=139%	
GOBP_CELLULAR_ION_HOMEOSTASIS	GOBP_CELLULAR_ION_HOMEOSTASIS	Details ...	126	-0.16036476	-2.033381	0.003944773	0.12463113	0.978	1993	tags=74%, list=58%, signal=171%	
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	Details ...	142	-0.14901547	-2.033216	0.005859375	0.11930265	0.978	1172	tags=49%, list=34%, signal=71%	
