NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	SHTN1	53	0.33497029542922974	3.128568E-4	No	
row_1	UNC13A	86	0.3219583332538605	0.0068925	No	
row_2	PRKCZ	105	0.31553056836128235	0.01765	No	
row_3	HSP90AB1	107	0.31520652770996094	0.033480614	No	
row_4	RIMS2	217	0.28952544927597046	0.017082041	No	
row_5	NEDD4L	262	0.28136032819747925	0.020080663	No	
row_6	VCL	280	0.27913397550582886	0.031136582	No	
row_7	SEMA3D	282	0.27902716398239136	0.046967197	No	
row_8	NRP1	352	0.2697104513645172	0.042505357	No	
row_9	IQGAP1	573	0.24659091234207153	-0.007017657	No	
row_10	FGF1	611	0.2438383400440216	-0.0019301062	No	
row_11	SEMA3E	684	0.23592554032802582	-0.007287199	No	
row_12	RTN4	761	0.2279723584651947	-0.013837965	No	
row_13	CSF1	983	0.2109256088733673	-0.0636594	No	
row_14	AURKA	1097	0.20135822892189026	-0.08125164	No	
row_15	ALCAM	1132	0.19895559549331665	-0.07526884	No	
row_16	SYT1	1210	0.19300659000873566	-0.08211803	No	
row_17	FGF13	1271	0.1882554292678833	-0.0838941	No	
row_18	BMP4	1410	0.1753753125667572	-0.1089468	No	
row_19	FN1	1442	0.17260584235191345	-0.102068745	No	
row_20	LRP1	1443	0.1725364476442337	-0.08593971	No	
row_21	TWF2	1476	0.16777704656124115	-0.07936007	No	
row_22	MAP2	1535	0.16036449372768402	-0.0805393	No	
row_23	MAP1B	1701	0.13520361483097076	-0.11364931	No	
row_24	TRIM46	1728	0.12929768860340118	-0.105279155	No	
row_25	TNC	1733	0.12803135812282562	-0.090343796	No	
row_26	DBN1	1794	0.1145462766289711	-0.092119865	No	
row_27	SYT17	1834	0.10320565849542618	-0.087629154	No	
row_28	AUTS2	1882	0.0884740874171257	-0.08552578	No	
row_29	PLXNA4	1894	0.08501236885786057	-0.072679356	No	
row_30	NRCAM	1920	0.07433079928159714	-0.064010784	No	
row_31	OLFM1	1924	0.07203290611505508	-0.048777007	No	
row_32	DCC	2054	0.024347564205527306	-0.07114395	No	
row_33	FMN1	2075	0.018165113404393196	-0.060983285	No	
row_34	PAK1	2127	0.008239001035690308	-0.06007359	No	
row_35	SLIT3	2364	1.799298479454592E-4	-0.1143713	No	
row_36	SALL1	2599	5.870598670298932E-6	-0.16807218	Yes	
row_37	SEMA3G	2611	4.7244634515664075E-6	-0.15522574	Yes	
row_38	FGF10	2633	3.2063189792097546E-6	-0.1453635	Yes	
row_39	MAGI2	2651	2.4056296297203517E-6	-0.13430758	Yes	
row_40	EPHA7	2700	7.672965125493647E-7	-0.13250263	Yes	
row_41	SEMA6D	2796	5.92809925592519E-8	-0.14472334	Yes	
row_42	MT3	2797	5.843988049036852E-8	-0.12859431	Yes	
row_43	WNT3	2851	1.2116966097153181E-8	-0.12828146	Yes	
row_44	L1CAM	2866	8.590755662396532E-9	-0.11633028	Yes	
row_45	NKD1	2876	6.574425004401974E-9	-0.10288702	Yes	
row_46	TMEM108	2893	3.659200720207423E-9	-0.09153268	Yes	
row_47	ITGA4	2904	2.677180921395461E-9	-0.078387834	Yes	
row_48	BDNF	2916	1.7494097281911536E-9	-0.0655414	Yes	
row_49	DSCAM	3014	4.1083067503500104E-11	-0.078358956	Yes	
row_50	SLIT2	3025	2.6474876110849088E-11	-0.065214105	Yes	
row_51	CDH4	3111	7.93120506336481E-13	-0.07445064	Yes	
row_52	SLIT1	3136	1.9462548434857896E-13	-0.065483645	Yes	
row_53	SFRP1	3188	1.2401854920080467E-14	-0.06457395	Yes	
row_54	TRPV2	3196	6.952773809297411E-15	-0.05053385	Yes	
row_55	RIMS1	3205	4.204244645564931E-15	-0.036792167	Yes	
row_56	FSTL4	3206	3.909129049379113E-15	-0.020663135	Yes	
row_57	SH3GL2	3210	3.124229568695941E-15	-0.0054293587	Yes	
row_58	TNR	3218	1.4873196575230477E-15	0.008610744	Yes	
row_59	SEMA5B	3231	8.049168809300404E-16	0.021158755	Yes	
row_60	NGF	3319	1.9350275360532073E-18	0.011325387	Yes	
row_61	KIF26B	3357	4.127688609982861E-21	0.016412938	Yes	
