Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ZMIZ1 ENCODE	10/914	9.175224195472784E-6	7.798940566151867E-4	0	0	7.0265486725663715	81.50096425403149	MYL6;HSP90AB1;LGALS1;S100A1;S100A13;RPS2;ALDOA;MYL12A;ACTG1;AVPI1
RUNX1 CHEA	10/1294	1.7588460060976457E-4	0.007475095525914994	0	0	4.848390446521288	41.91764422493092	LGALS3;LGALS1;CTSL;FTH1;TPM1;S100A6;EMP3;ALDOA;S100A11;S100A10
EGR1 ENCODE	6/537	6.435462922365462E-4	0.01640014246700206	0	0	6.456962445995347	47.449095689677286	CD63;MGST3;ANXA5;HSPB1;RPS2;AVPI1
KAT2A ENCODE	3/90	7.717714102118617E-4	0.01640014246700206	0	0	18.520969245107175	132.736492672491	HSP90AB1;RRAS;RPS2
TCF3 ENCODE	7/840	0.0012467848153064549	0.021195341860209733	0	0	4.8706391647568115	32.570875825184096	CD63;HSP90AB1;LGALS1;GSN;ANXA5;MYL12A;ACTG1
KLF4 CHEA	7/987	0.003118530937875694	0.04417918828657233	0	0	4.108225108225108	23.706074398207903	LGALS3;HSP90AB1;ANXA2;ANXA5;TSPO;RPS2;ACTG1
E2F1 CHEA	6/859	0.0067929808219823135	0.07453685592776174	0	0	3.952899800013792	19.732343867769167	NPC2;MGST1;S100A13;RPS2;ALDOA;S100A10
FOSL2 ENCODE	3/196	0.007015233499083458	0.07453685592776174	0	0	8.30429911777062	41.18659383739614	RRAS;EMP3;S100A10
ZBTB7A ENCODE	10/2184	0.009271550096165647	0.08756463979712	0	0	2.7270775835633243	12.764917562141074	CD63;MYL6;HSP90AB1;LGALS1;RRAS;S100A1;NPC2;FTH1;HSPB1;ACTG1
NELFE ENCODE	3/234	0.011359811879194586	0.09655840097315398	0	0	6.924885924885925	31.007377682255566	HSP90AB1;RPS2;ACTG1
SOX2 CHEA	5/775	0.018482961093703322	0.14282288117861658	0	0	3.560296846011132	14.20881002053469	HSP90AB1;RRAS;CALD1;ARID5B;VIM
SRF ENCODE	3/299	0.021745007792044604	0.15137895556919187	0	0	5.386413440467495	20.621189411297102	RNH1;MYL12A;ACTG1
ZKSCAN1 ENCODE	2/120	0.024004402601147747	0.15137895556919187	0	0	8.850133809099018	33.00673355357275	ANXA2;ALDOA
RFX5 ENCODE	4/559	0.024933004446690426	0.15137895556919187	0	0	3.884884884884885	14.341296808464437	MYL6;CCND1;NPC2;TSPO
ETS1 ENCODE	2/156	0.038863193627031264	0.22022476388651052	0	0	6.768967874231032	21.983628785119755	HSP90AB1;MYL12A
USF1 ENCODE	6/1423	0.061806843293973915	0.31627976261560475	0	0	2.30931130391465	6.428524992013222	CD63;RNH1;S100A6;MYL12A;ACTG1;AVPI1
FOXA1 ENCODE	2/205	0.06325595252312095	0.31627976261560475	0	0	5.122374902774177	14.140654225155773	CALD1;MYL12A
RELA ENCODE	3/484	0.07205325322220966	0.32827820530480806	0	0	3.283530932179581	8.636834948056231	HSP90AB1;RRAS;MYL12A
SIN3A ENCODE	5/1131	0.07337983412695709	0.32827820530480806	0	0	2.3894950520172547	6.241614650336581	HSP90AB1;S100A13;RPS2;ALDOA;ACTG1
STAT5A ENCODE	2/233	0.0789905210838922	0.33570971460654186	0	0	4.495101389838232	11.410488623618015	FTH1;MYL12A
PPARG CHEA	3/535	0.09092412031147819	0.3627975830189413	0	0	2.9609835399309086	7.099638953750287	RRAS;MGST1;VIM
MYC CHEA	3/573	0.10620633157203083	0.3627975830189413	0	0	2.7581792318634424	6.184862646583064	HSP90AB1;CCND1;RPS2
NFIC ENCODE	2/279	0.10712416368170764	0.3627975830189413	0	0	3.739882196465894	8.354024346171547	HSPB1;MYL12A
TCF7L2 ENCODE	3/583	0.1103897476115307	0.3627975830189413	0	0	2.7092264678471576	5.970425359221991	CCND1;MGST3;S100A10
SMAD4 CHEA	3/584	0.11081166016285761	0.3627975830189413	0	0	2.704423873098572	5.949525021404454	ANXA5;ARID5B;S100A10
PPARD CHEA	2/285	0.11097337833520558	0.3627975830189413	0	0	3.659475543983634	8.045228686819819	CCND1;FTH1
