"","V1","V2","V3","V4","V5","V6"
"PC_1",-6.77518540466108,2.99269740256628,-4.82109419326619,-11.4443070101064,23.0975304446318,-0.719096010077881
"PC_2",-7.2407788554052,-4.08737827699442,18.1472839873328,-7.26236320657389,-3.02413190658443,16.2500426554125
"PC_3",-4.13031796547068,-12.9862877807663,6.5196393180786,14.2032228346963,6.78002606742992,-5.45074317529435
"PC_4",-10.0302521790155,9.89499838903699,-6.08843663192224,11.3182384011819,-1.67374089766668,5.27780093777612
"PC_5",2.72294641825406,-8.73079107921697,-12.8298380950938,0.85304585068777,1.13681011064374,13.3848171379265
"PC_6",0.215494855529519,1.34588914319828,-0.278263336326054,-1.45478933848059,-0.713034434444382,-0.706158827731215
"PC_7",-0.273338540684569,-1.10657741899579,-0.705356178905634,-0.357851654207094,-0.0501648987193343,-0.697389168128022
"PC_8",0.110927707756107,-0.0821559714159037,-0.122753865006624,0.101493021932114,-0.0316102584236373,-0.036306825400722
"PC_9",0.227841885222474,0.00449799816615035,0.222071115839443,0.0095909956483958,0.268064912382966,0.338885037198982
"PC_10",0.0571230992808998,0.0295086653060266,-0.317276475543078,-0.200264780627148,-0.278193510027883,0.0282613537949477
"PC_11",0.0810947218901548,0.302567482375065,0.442101470966924,0.75999218244163,0.0385042794568736,0.197076596272983
