archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN,0.00011241,1.537,1.2608,1,1
1,GO BLEB ASSEMBLY,7.5427e-07,1.4154,1.3489,1,1
1,GO MEMBRANE RAFT ASSEMBLY,4.4712e-06,1.2358,1.5163,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,0.00021167,1.2056,0.95503,1,1
1,GO NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,9.8628e-07,1.1754,1.0451,1,1
1,GO REGULATION OF TAU PROTEIN KINASE ACTIVITY,7.547e-05,1.1571,1.0689,1,1
1,GO NEGATIVE REGULATION OF HIPPO SIGNALING,1.3441e-06,1.1242,0.91694,1,1
1,GO REGULATION OF T HELPER 2 CELL DIFFERENTIATION,1.2308e-06,1.1203,0.98856,1,1
1,GO REGULATION OF PHOSPHOLIPASE A2 ACTIVITY,1.2308e-06,1.1023,0.88733,1,1
1,GO TROPHOBLAST CELL MIGRATION,1.4268e-07,1.0912,0.96573,1,1
1,GO RESPONSE TO INTERFERON ALPHA,2.7343e-05,1.0659,1.0305,1,1
1,GO POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,7.0571e-06,1.0451,0.84663,1,1
1,GO NEUTROPHIL HOMEOSTASIS,6.8936e-07,1.0348,0.95632,1,1
1,GO HYALURONAN CATABOLIC PROCESS,8.8325e-08,1.0272,1.0677,1,1
1,GO RESPONSE TO INTERFERON BETA,5.2837e-06,1.0058,0.95522,1,1
1,GO T HELPER 2 CELL DIFFERENTIATION,6.8936e-07,1.005,0.97272,1,1
1,GO GLYCOPROTEIN CATABOLIC PROCESS,6.6003e-08,0.99651,0.93643,1,1
1,GO TRAIL ACTIVATED APOPTOTIC SIGNALING PATHWAY,9.0179e-06,0.97374,0.88506,1,1
1,GO NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,2.0833e-05,0.96933,0.86163,1,1
1,GO NEGATIVE REGULATION OF CELL KILLING,5.9841e-06,0.92892,0.81475,1,1
1,GO NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY,1.0184e-05,0.92141,0.85013,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,2.2524e-05,0.9193,0.83878,1,1
1,GO CELL PROLIFERATION INVOLVED IN METANEPHROS DEVELOPMENT,2.9532e-05,0.91599,0.76443,1,1
1,GO REGULATION OF VIRAL ENTRY INTO HOST CELL,1.8251e-06,0.90962,0.8913,1,1
1,GO WOUND HEALING SPREADING OF EPIDERMAL CELLS,6.8936e-07,0.90337,0.8783,1,1
