"","x_name","y_name","p","median_diff","mean_diff","top_bin_mean","sample_count","metric"
"1","archetype_1","tissue_morphogenesis",6.42851852271909e-07,0.537510000914799,0.498771228882339,0.709190240654351,11,"wilcoxon_p_val"
"2","archetype_1","cell_surface_receptor_signaling_pathway",1.05697030332566e-06,1.235567507501,1.21876234048352,0.732863139133064,11,"wilcoxon_p_val"
"3","archetype_1","embryo_development_ending_in_birth_or_egg_hatching",1.33484999973901e-06,0.611308160556074,0.635980892566331,0.228134477716231,11,"wilcoxon_p_val"
"4","archetype_1","chordate_embryonic_development",1.33484999973901e-06,0.611308160556133,0.635980892566349,0.228134477716217,11,"wilcoxon_p_val"
"5","archetype_1","striated_muscle_cell_differentiation",3.32258625629307e-06,1.20754129521655,1.05588755387274,1.05666624237374,11,"wilcoxon_p_val"
"6","archetype_1","cell_fate_commitment",3.63288236588291e-06,0.891798809914952,0.818260896012867,0.474720822896003,11,"wilcoxon_p_val"
"7","archetype_1","morphogenesis_of_an_epithelium",4.33860041016228e-06,0.469026051794795,0.481727119757587,0.49846556162255,11,"wilcoxon_p_val"
"8","archetype_1","regulation_of_hormone_levels",6.29773906688351e-06,0.708379756584875,0.746276886423621,0.535261918200806,11,"wilcoxon_p_val"
"9","archetype_1","skeletal_muscle_tissue_development",8.33888940712259e-06,0.502398799210999,0.44346980185387,0.287382246848211,11,"wilcoxon_p_val"
"10","archetype_1","organophosphate_metabolic_process",8.33888940712259e-06,0.599437697775837,0.653786450732515,0.906774050431695,11,"wilcoxon_p_val"
"11","archetype_1","skeletal_muscle_organ_development",8.33888940712259e-06,0.502398799210932,0.443469801853831,0.287382246848248,11,"wilcoxon_p_val"
"12","archetype_1","muscle_organ_development",9.08455971002622e-06,0.557764163364368,0.49154947054973,0.240417928643769,11,"wilcoxon_p_val"
"13","archetype_1","phagocytosis",9.89348701880799e-06,0.953225654720941,0.855228487795061,0.616280997548018,11,"wilcoxon_p_val"
"14","archetype_1","blood_coagulation",1.17216860852317e-05,0.697042194883615,0.559432543597773,0.645946835566673,11,"wilcoxon_p_val"
"15","archetype_1","hemostasis",1.17216860852317e-05,0.697042194883941,0.559432543598064,0.645946835566841,11,"wilcoxon_p_val"
"16","archetype_1","coagulation",1.17216860852317e-05,0.697042194883921,0.559432543597973,0.645946835566806,11,"wilcoxon_p_val"
"17","archetype_1","positive_regulation_of_catalytic_activity",1.19716213288748e-05,0.650256668413767,0.587685434876384,0.287001673570432,11,"wilcoxon_p_val"
"18","archetype_1","cytosolic_calcium_ion_transport",1.60490463486075e-05,0.448333964683662,0.394769632656922,0.641562645296834,11,"wilcoxon_p_val"
"19","archetype_1","calcium_ion_transport_into_cytosol",1.60490463486075e-05,0.448333964683662,0.394769632656922,0.641562645296834,11,"wilcoxon_p_val"
"20","archetype_1","calcium_ion_transmembrane_import_into_cytosol",1.60490463486075e-05,0.448333964683662,0.394769632656922,0.641562645296834,11,"wilcoxon_p_val"
"21","archetype_1","wound_healing",2.23194309073621e-05,1.06212472928661,0.855685765219547,0.39035766548484,11,"wilcoxon_p_val"
"22","archetype_1","positive_regulation_of_protein_containing_complex_assembly",2.42168330226208e-05,0.709268788689194,0.609909687645694,0.439891723553225,11,"wilcoxon_p_val"
"23","archetype_1","muscle_cell_differentiation",2.62664864339546e-05,0.958149913647076,0.765954376924612,0.941152864771948,11,"wilcoxon_p_val"
"24","archetype_1","regulation_of_transport",2.84798091789969e-05,0.535177445453858,0.462838586936619,0.0415259050948312,11,"wilcoxon_p_val"
"25","archetype_1","muscle_contraction",3.14952982257291e-05,0.761287975244134,0.820094970606167,0.481864639767313,11,"wilcoxon_p_val"
"26","archetype_1","positive_regulation_of_cell_adhesion",3.27841407595481e-05,0.57921605747461,0.687082751592134,0.695983088649934,11,"wilcoxon_p_val"
"27","archetype_1","regulation_of_signal_transduction",3.48113526169697e-05,0.568533267711185,0.670685674947061,0.440826682292846,11,"wilcoxon_p_val"
"28","archetype_1","response_to_reactive_oxygen_species",4.16282528664626e-05,0.420360752147262,0.442632834199659,0.168178722847473,11,"wilcoxon_p_val"
"29","archetype_1","organonitrogen_compound_biosynthetic_process",4.16282528664626e-05,0.710165135293698,0.611316712886853,0.392016786690349,11,"wilcoxon_p_val"
"30","archetype_1","organelle_localization",4.24591440494256e-05,0.44140699065388,0.479389128587619,0.248189805819359,11,"wilcoxon_p_val"
"31","archetype_1","positive_regulation_of_molecular_function",4.50468505338509e-05,0.453776357812236,0.514870738388918,0.438588083242807,11,"wilcoxon_p_val"
"32","archetype_1","intracellular_signal_transduction",5.06756245294073e-05,0.677194816469915,0.677306404079589,0.367420089066346,11,"wilcoxon_p_val"
"33","archetype_1","myeloid_cell_differentiation",5.26950043283874e-05,0.554915859532125,0.568412188100625,0.338610436868003,11,"wilcoxon_p_val"
"34","archetype_1","response_to_stimulus",6.27588353147159e-05,0.460012615750225,0.454188298006189,0.741560174901101,11,"wilcoxon_p_val"
"35","archetype_1","regulation_of_macromolecule_biosynthetic_process",6.39826548844808e-05,0.635118625946432,0.499285509550482,0.157252536392971,11,"wilcoxon_p_val"
"36","archetype_1","phosphorylation",6.39826548844808e-05,0.634537657274906,0.714065528741213,0.413595308430206,11,"wilcoxon_p_val"
"37","archetype_1","regulation_of_body_fluid_levels",6.52289413739161e-05,0.665924908019909,0.747235439949373,0.278637452475138,11,"wilcoxon_p_val"
"38","archetype_1","myeloid_leukocyte_activation",6.64980786042579e-05,0.489331859794717,0.559187557449365,0.38301863037678,11,"wilcoxon_p_val"
"39","archetype_1","positive_regulation_of_response_to_biotic_stimulus",6.91064706413607e-05,0.370810572248923,0.408381208621827,0.406061244552367,11,"wilcoxon_p_val"
"40","archetype_1","cellular_response_to_decreased_oxygen_levels",7.3200384099933e-05,0.305643367204649,0.359302626186028,0.430429843914968,11,"wilcoxon_p_val"
"41","archetype_1","cellular_response_to_hypoxia",7.3200384099933e-05,0.305643367204649,0.359302626186028,0.430429843914968,11,"wilcoxon_p_val"
"42","archetype_1","regulation_of_immune_effector_process",7.75218796315179e-05,0.598831744920969,0.452903550133887,0.441499460937442,11,"wilcoxon_p_val"
"43","archetype_1","intrinsic_apoptotic_signaling_pathway",9.02494129420189e-05,0.599340931373119,0.622625513371728,0.250826070687019,11,"wilcoxon_p_val"
"44","archetype_1","negative_regulation_of_immune_system_process",9.19718828692274e-05,0.43237528133039,0.470236033647656,0.351642367995043,11,"wilcoxon_p_val"
