,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
29,-0.9014403393863983,-0.49903300010489443,-0.3423334384618151,0.31318442964435,0.11179930583633567,0.5368235943287318,0.3212302388484528,-0.21672742354923102,-0.12627462573208273,-0.05736041956704861,0.012922484910479955,-0.003915018323448257,0.056192297276035794,-0.25271370558030465,0.09513448502181845,-0.23357214202131957,-0.2162293886466139,0.009312327530918844,0.028533669807567347,0.07135160960086716
36,-0.5904177744166913,0.1976457913502313,0.6646327977412575,0.27682682279678056,0.2675754230635856,0.08441758026072507,-0.047243139645242946,-0.018431277594776977,-0.19234120005554947,0.37271397696963343,0.14924097366220906,-0.08966050773222892,-0.05475289668787758,-0.12434843016256895,-0.24921860960160705,-0.001069932284379583,0.04816994270336294,0.11558845681916854,0.18214845669409313,-0.1045456901131869
98,0.06077813816354624,0.47203893757325865,0.035127574701532605,0.5504664098492595,-0.14011098230606378,-0.13313119069509247,-0.03747797807191967,0.3397805343957835,0.04617970605766887,-0.31972988206964603,0.17328211211596722,-0.20054051801952524,0.12302171303960131,0.009218722151386914,-0.06834176524790514,-0.03372235079435829,-0.056694784551350935,-0.03145782764091312,-0.006904062845072284,-0.030530032094928775
215,0.18725814978299335,0.7277697124150475,-0.2440271843332752,0.24303862216853483,-0.3163713049823192,-0.0024208395281788316,0.1987513777220943,0.253439772244986,-0.008512437875271277,-0.16727635239725694,0.07491091394294133,-0.15548103199382154,0.08371697596689186,-0.008401748603463868,-0.06589962107507706,-0.014622956618052095,-0.007917210497705917,0.00010201811799903066,-0.04826160562638112,-0.015902373314807965
323,-0.7940434856401798,-0.25797564529030714,0.4211341796739995,0.26695582974181775,-0.1384541420376014,-0.13326349423122888,-0.11942437235772242,-0.16013536336875323,0.04361065298960732,-0.04440950586369698,-0.04859552246303659,0.03090180563227759,-0.00903173876924083,0.14165169666437566,0.10446892673863128,-0.00418660835672253,0.09030929996414648,-0.07054325455506821,0.11616022812231,0.1590439185679131
368,0.9996603937992627,-0.008274215064775015,-0.07265279339048612,-0.044461184372643583,-0.35549618412360495,0.15333419461426442,-0.032266836625097176,-0.23457387615498723,-0.056328281978123694,0.0965006236379236,0.05019192882005563,-0.0656125874736679,0.013137790247782515,0.35910131291908587,0.11706126431737711,-0.13816425072331037,-0.12552302982206315,-0.16022279421468982,0.0784178324902413,0.024341671982240545
379,-0.9241181879341968,-0.5563256151130703,-0.029099462254100986,0.06354772511649874,-0.3515517216663031,0.010973488310578376,0.23967335783803456,0.14498913942365937,0.3470549533448107,0.3167728465591237,-0.2422533486904164,-0.04884081667656024,-0.06925385169094181,0.2083145922827108,-0.19640068908708103,0.12377417377956501,-0.12029418249823659,0.14982602900932615,-0.03897572916970006,-0.24829604698796595
393,0.1839357343557247,0.6677939601799766,-0.08722394291394608,-0.20052319143705158,-0.07694813495990113,0.07886193968381945,0.12819792573787275,-0.030985799609947497,-0.02298607757029547,0.025395164348845204,-0.010319865395992603,0.03731120336884517,-0.02806574107676004,0.11615715256587353,0.01662898509826171,0.028238995278201225,0.09351231052751188,0.06018776337393162,0.12249205555366459,0.08716155222120622
396,-0.6935529532746826,-0.4056893126805999,0.1770531516254799,-0.18093193536150148,-0.3224335822265314,0.12478758668137473,-0.06483444278074851,-0.06748042550401866,-0.052850750899617126,-0.30355804418638566,0.40036801301074326,0.4160320328910185,-0.08222759549492542,-0.0524916770890288,-0.17756111387290516,0.2825686905497234,-0.0760594933354592,0.02513186943453546,-0.07211057853655939,0.02307901210794953
646,-0.24661538439708583,0.6122162543572338,0.248707325908616,-0.11651207669157351,0.1320191827910585,-0.023812684508865804,0.14989487928999104,-0.02684603533595528,0.012514490453979607,0.035551183338226426,0.032421753730110664,-0.0011472886010886877,0.01508178405494143,0.004493021912437633,-0.00785005244312995,-0.008787798325155994,-0.014098310232061114,-2.702454138043916e-06,-0.013377747469237443,-0.0014648378634987288
