"","x_name","y_name","p","median_diff","mean_diff","top_bin_mean","sample_count","metric"
"1","archetype_1","cell_surface_receptor_signaling_pathway",3.77921614324609e-07,1.33609411438375,1.30707202907224,0.816855465168563,11,"wilcoxon_p_val"
"2","archetype_1","embryo_development_ending_in_birth_or_egg_hatching",9.62166958786372e-07,0.618032064665333,0.628972993769556,0.221469187305076,11,"wilcoxon_p_val"
"3","archetype_1","chordate_embryonic_development",9.62166958786372e-07,0.618032064665397,0.628972993769573,0.221469187305061,11,"wilcoxon_p_val"
"4","archetype_1","organelle_localization",1.21618016724057e-06,0.547933150164197,0.581626239996918,0.345428658448649,11,"wilcoxon_p_val"
"5","archetype_1","striated_muscle_cell_differentiation",1.46458964812173e-06,1.29161494220953,1.15259263371447,1.1486435183121,11,"wilcoxon_p_val"
"6","archetype_1","intracellular_signal_transduction",1.7212688673205e-06,0.949493170035347,0.858034413047926,0.539312506485121,11,"wilcoxon_p_val"
"7","archetype_1","myeloid_cell_differentiation",2.4797994188809e-06,0.764448244159809,0.70269010231128,0.466323653050581,11,"wilcoxon_p_val"
"8","archetype_1","cellular_response_to_decreased_oxygen_levels",2.83960107307781e-06,0.428727270209284,0.443090920079916,0.510121821218488,11,"wilcoxon_p_val"
"9","archetype_1","cellular_response_to_hypoxia",2.83960107307781e-06,0.428727270209284,0.443090920079916,0.510121821218488,11,"wilcoxon_p_val"
"10","archetype_1","positive_regulation_of_protein_containing_complex_assembly",3.79823984311458e-06,0.763356389002153,0.674712370976426,0.501526275698899,11,"wilcoxon_p_val"
"11","archetype_1","blood_coagulation",3.97077962278456e-06,0.68574582591532,0.615438810171158,0.69921501799647,11,"wilcoxon_p_val"
"12","archetype_1","hemostasis",3.97077962278456e-06,0.685745825915658,0.615438810171457,0.699215017996645,11,"wilcoxon_p_val"
"13","archetype_1","coagulation",3.97077962278456e-06,0.685745825915586,0.615438810171354,0.6992150179966,11,"wilcoxon_p_val"
"14","archetype_1","skeletal_muscle_tissue_development",4.15079742552102e-06,0.502398799210999,0.490145792887554,0.33177630054247,11,"wilcoxon_p_val"
