archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE,2.8267e-05,0.37482,0.39329,1,1
1,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,4.5779e-05,0.26399,0.29881,1,1
1,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS NONSENSE MEDIATED DECAY,0.0017696,0.23345,0.1917,1,1
1,GO AEROBIC ELECTRON TRANSPORT CHAIN,0.0172,0.16968,0.15484,1,1
1,GO MITOCHONDRIAL ELECTRON TRANSPORT NADH TO UBIQUINONE,0.045233,0.15438,0.091879,1,1
1,GO PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,0.0015882,0.088582,0.13856,1,1
2,GO DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION,4.5779e-05,1.3473,1.2283,1,1
2,GO T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL,2.8267e-05,1.3162,1.2983,1,1
2,GO NATURAL KILLER CELL CHEMOTAXIS,0.00010181,1.2871,1.1126,1,1
2,GO REGULATION OF ANTIGEN PROCESSING AND PRESENTATION,2.8267e-05,1.2695,1.2171,1,1
2,GO DENDRITIC CELL APOPTOTIC PROCESS,4.5779e-05,1.2502,1.1888,1,1
2,GO POSITIVE REGULATION OF NEUROINFLAMMATORY RESPONSE,1.6059e-05,1.1976,1.1257,1,1
2,GO CHRONIC INFLAMMATORY RESPONSE,1.2035e-05,1.166,1.0039,1,1
2,GO TOLERANCE INDUCTION,8.3641e-05,1.0921,0.9378,1,1
2,GO REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,1.1191e-05,1.0774,1.0385,1,1
2,GO ESTABLISHMENT OF LYMPHOCYTE POLARITY,5.6086e-05,1.0762,0.93325,1,1
2,GO HYPERSENSITIVITY,3.248e-05,1.075,1.0001,1,1
2,GO POSITIVE REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,9.6689e-06,1.0566,1.023,1,1
2,GO REGULATION OF CELL CELL ADHESION MEDIATED BY INTEGRIN,1.4947e-05,1.0462,1.0267,1,1
2,GO REGULATION OF T CELL TOLERANCE INDUCTION,0.00015974,1.0434,1.0145,1,1
2,GO IMMUNOLOGICAL SYNAPSE FORMATION,7.3279e-05,1.0397,0.9764,1,1
2,GO T CELL TOLERANCE INDUCTION,0.00012367,1.0309,0.94207,1,1
2,GO POSITIVE REGULATION OF CHEMOKINE BIOSYNTHETIC PROCESS,8.9843e-06,1.0303,1.0168,1,1
2,GO REGULATION OF TOLERANCE INDUCTION,0.00020554,1.0295,0.86245,1,1
2,GO T HELPER 17 CELL LINEAGE COMMITMENT,6.8565e-05,1.0293,0.91249,1,1
2,GO NEGATIVE T CELL SELECTION,4.5779e-05,1.0182,0.97037,1,1
2,GO DETECTION OF MOLECULE OF BACTERIAL ORIGIN,1.9888e-05,0.99862,0.94811,1,1
2,GO POSITIVE REGULATION OF ALPHA BETA T CELL PROLIFERATION,4.8997e-05,0.99143,0.95855,1,1
2,GO POSITIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION,0.00017019,0.99107,0.77769,1,1
