-4704.9,-12527,-3239.9,-4800.3,-2094.6,-4871.2,209.47,-1787.3,1862,-74.539,-1793.2,3405.7,-2138.8,2671.5,-3161.7,-5828.2,2496.2,645.9,-4649.1,4868.6,-923.21,-69.783,-1221.1,-2562.7,-2069.3,333.91,2228.3,1218.7,2867.2,3022.8,-603.2,495.07,1443.5,-1709.9,1044.5,-308.41,38.47,-438.77,558.23,600.89,839.56,-60.975,-2224.1,45.714,323.23,-1091.8,-447.79,-752.71,-1454.2,-315.76,-154.33,-1876.9,-377.93,-84.154,562.22,334.44,-226.14,1139,-801.27,529.43,-150.49,-113.92,636.9,70.317,-432.93,-200.99,428.64,237.79,-251.45,-78.793,-129.93,17.25,347.3,551.53,1.6503,-118.55,42.211,-30.493,-110.19,4.5428
-4333.4,-6957.4,139.62,1553.9,3416,-1050.1,10500,2267.6,-3103.7,-545.32,1624.5,1574.4,1291.7,-2957.9,2302.6,1800,-794.23,-2793.4,125.02,1531.7,4401.5,629.96,-1505.5,299.61,-1420.4,1303.7,-801.15,-1945.8,801.05,-416.26,-1092,-581.17,1520.7,-906.11,2005,-1028.4,-1267.4,-80.694,1594.8,74.241,-492.9,520.3,-484.76,-983.15,491.43,-1186.8,570.67,-582.6,736.7,-32.044,450.43,756.83,-1648.1,-99.34,-1039.8,1338.2,1618.8,237.55,2.8126,-1039.6,632.3,239.87,-1294.9,-1434.7,-832.14,254.11,-39.562,56.486,-228.95,23.662,-669.46,51.608,81.946,176.47,270.54,-29.712,-350.03,-314.49,-330.7,2.342
-14061,-7255.2,-1351.1,2423.3,-8922,-2633.4,-488.67,-2788,-2952.5,590.97,653.55,2055.6,35.471,-457.07,-2144.4,-46.492,1592.8,469.54,427.89,-1789.3,-1753.5,658.25,-1981.8,817.43,-2335.3,715.72,-1082.9,569.15,-1878.1,-1869.9,-2115,483.93,-900.35,-488.57,-2387.2,-894.69,-3.1967,2711.7,1159.3,682.9,1047,665.3,2676.4,-1267.5,904.36,-45.659,-812.87,-2196.4,-953.28,-1089.2,1202.8,-1058.1,727.68,-1354.6,-1006.8,1470.6,-169.81,-92.866,-196.4,-256.73,584.13,-1105.9,539.17,-121.7,690.72,701.88,344.04,-281.21,-147.6,294.32,6.6492,-95.373,69.575,-286.63,-86.386,192.76,40.453,65.728,48.989,-13.838
-696.23,10489,-7129.4,-3699.5,6410.1,-800.11,101.72,524.8,-3750.1,-3982,3636.5,1051.5,-878.84,3367.9,-1204.1,2525,-725.08,3975.4,-1409.8,-1740.9,-815.98,2202.4,-1380.3,-838.4,-729.02,2839.4,-7.1629,659.28,-1188.9,642.68,418.43,-666.73,-54.571,1700.8,-1719.6,245.92,-2280.5,42.116,-1036.9,-687.36,1094.9,589.63,-955.8,912.63,1039.6,-404.61,-1609.6,152.11,446.63,-992.56,-1171.2,858.88,-1060,-703.99,2105.1,756.5,-1839.9,494.94,599.21,-305.71,299.14,1024.3,-669.17,-927.28,336.08,647.29,383.05,-450.64,-588.23,2.1067,-263.95,116.43,-158.23,112.95,100.5,223.44,-102.11,332.26,-112.59,4.838
-7388.3,3689.9,8179.4,817.79,-4637.9,1061.3,3061.7,-3392.4,-3231.7,-184.67,2434,-2738.3,412.65,775.19,546.5,-2310.2,1020.8,-414.16,-678.26,-430.62,-418.66,780.91,750.28,234.82,658.03,1363,874.29,-419.02,2594.4,-2608.1,-979.51,-986.44,691.89,153.45,-777.25,1485.6,-1798.4,1117.9,-966.91,-157.88,-1237.6,-328.37,-401.3,126.01,-1205.6,-361.06,-144.32,-490.35,444.94,944.03,-766.74,-414.54,642.42,-302.38,-172.89,-1237.4,965.84,-241.49,-9.3236,-319.22,-205.66,-23.01,-762.6,346.92,1083.4,-155.2,1302.9,-596.54,-621.23,-1266.4,-340.79,-1648.9,904.35,334.81,793.78,-166.39,329.16,475.83,158.75,7.0081
-10266,-8173.5,-149.31,1234.6,3735.7,-4556.5,-773.22,-1496.9,-787.11,-1846.3,3818.9,-1517.2,-2852.9,-361.82,-423.46,-1488.7,-739.05,2060.8,-278.85,504.91,-190.91,-1187.8,60.912,-2550.2,-604.6,-35.465,-729.18,1658.7,464.02,-202.81,-327.71,-1063.1,-108.95,-567.97,-2425.2,-1159.3,1201.9,-85.739,-1663,126.38,2816.2,-932.12,917.58,597.19,49.739,-233.74,947.57,1418.1,1072.8,514.85,-149.33,-821.27,21.994,-535.29,-593.85,-762.19,1116.6,249.23,-157.74,178.64,837.99,1089.3,34.921,-1008.3,-386.09,505.96,-674.33,593.91,999.32,-530.17,658.16,-1345.3,-967.01,-569.8,495.76,38.663,-297.28,-547.69,4.6073,3.2365
-7079.7,1083.3,-37.119,-747.14,-2409.5,-4467.6,-1384.4,3328.7,3898.8,-4395.5,2947.7,-201.58,261.28,-3115.8,3203.3,1882.2,-4301.6,725.62,936.76,-1053.3,1987.3,-1336,2323.9,-819.72,-1064.2,796.55,-1383.5,543.7,-51.847,118.04,380.94,-533.65,206.48,-1125.5,3401.1,-1357.2,916.96,61.206,-1047.8,-3210.8,-865.62,770.82,966.54,-1031.9,-1010.4,-629.71,83.764,83.453,-752.35,-1374.9,-1552.2,-677.07,617.65,-798.91,159.31,818.42,-749.9,912.07,-17.651,774.5,-1132.5,-169.42,756.9,170.68,495.77,442.29,80.699,827.97,-106.25,-811.74,-53.109,-334.37,229.57,-578.83,154.68,-76.858,310.84,253.49,-703.05,12.567
26.324,15588,8053.7,1868.6,2613.9,400.11,-226.47,92.803,2325.9,-476.92,535.33,328.15,1437.6,-2455.5,1558.2,-1978.8,128.58,-209.33,872.36,-485.37,-2381.6,-720.19,-1.4754,1426.6,-2086.3,-2719.4,-613.38,-279.71,638.26,-717.7,-692.68,577.59,828.11,147.58,223.87,152.62,-376.09,920.13,-1041.1,-1486.9,-571.04,-1129.6,30.029,171.71,-1.6853,-970.97,14.531,42.729,-696.53,-500.03,-1452.6,-1632,466.92,-528.1,509.6,-1162.9,-216.68,-1309.3,-173.9,883.17,162.93,-927.6,-962.79,-707.79,-32.486,313.59,-100.16,46.145,-862.3,1070.9,-824.99,162.57,-904.41,969.57,-215.88,214.26,-714.63,-1225.8,88.767,7.0815
-7047.6,-6853.6,1464.4,-2136.7,-9029.4,-6937.8,799.28,476,1727.6,-2342.7,948.69,3315,1940.4,-1205.6,-4211.7,-1550,956.14,-2247.5,809.05,-291.94,-1484.2,594.29,-1583.8,5.5875,61.122,1280.9,-509.45,-61.837,146.69,-306.52,-1683.5,3753.3,-577.52,1272.8,-132.87,654.87,-2278.9,649.77,0.385,141.89,-1763.4,-261.3,542.64,-123.72,436.01,-1148.7,-1558.3,2294.1,-848.22,430.89,-478.78,748.39,812.26,-193.71,-3.3393,-226.41,314.08,-87.786,708.01,-417.13,-1808.3,1052.3,-514.57,245.69,-1098.6,-749.92,-1018.5,24.405,145.76,80.745,366.6,14.336,-19.842,-806.89,73.999,373.74,-37.716,-310.14,-169.7,22.478
-5387.1,2093,-5731.1,1478.9,-3791.7,6311.6,1565.3,1593,-315.15,2857,-172.26,4761.8,1248.7,-4007.4,-2405.8,1903.5,-1050.8,2490.1,1151.7,2768.2,1615,-1833.5,4613.6,869.35,2866.8,-3360.4,24.85,305.98,3363.9,243.45,-1904.7,-795.19,-500.89,2230,-437.52,-786.72,-399.67,1309.5,521.8,1400.9,1591.8,109.97,-146.29,1209.7,947.19,-297.89,-153.2,602.01,520.49,-430.5,-499.16,1035.3,588.99,-825.94,438.43,-301.9,-448.39,214.63,-1200.5,-1128.3,-881.01,-1345.6,583.86,-458.33,-479.96,129.49,154.19,-61.418,27.979,-334.42,-130.53,368.42,-352.38,197.12,683.2,94.677,87.2,303.21,-345.76,7.3011
