"","V1","V2","V3"
"PC_1",-2.43517294640417,72.5700592796242,20.6949217556357
"PC_2",-1.97138644452774,-29.9068127140766,39.0049792966763
"PC_3",0.0212441927674815,0.306223071901949,-1.373144844368
"PC_4",-0.0542581940111508,-0.990791805040289,2.46682977631203
"PC_5",-0.0112128415308693,-1.08072302012022,0.316787686168119
"PC_6",-0.00194259415847286,-0.316735902345541,-0.253298743395781
"PC_7",0.00663784919369069,0.0209612661468032,0.158199839758609
"PC_8",-0.00266506322382767,-0.0960057377331302,-0.211131355145551
"PC_9",-0.00633344999820946,-0.0994062618476039,0.191445712635905
"PC_10",0.00740346369373203,-0.0616842371484298,0.260344366138221
"PC_11",-0.00326668351792591,-0.00206021768898071,-0.118500550841342
"PC_12",-0.00321949001922228,0.0967606563371888,0.404836542210774
