archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,ANXA1,1.1041e-08,4.715,3.8627,1,1
1,VIM,1.1706e-10,4.659,4.0489,1,1
1,LGALS1,2.5756e-08,3.8548,3.3062,1,1
1,IFITM3,5.7923e-10,3.4343,3.1515,1,1
1,CNN2,2.6581e-10,3.4022,2.968,1,1
1,YAP1,3.5597e-11,3.1974,2.7173,1,1
1,ZFP36L1,6.1583e-08,3.1937,2.522,1,1
1,IFITM2,1.9558e-07,3.1801,2.6239,1,1
1,S100A10,2.4091e-05,3.0396,2.5439,1,1
1,IFI16,1.1375e-05,3.0314,1.9862,1,1
1,EPB41L2,1.9136e-07,2.8468,2.4042,1,1
1,HLA-E,1.1307e-08,2.8418,2.3809,1,1
1,EPHB4,2.3268e-09,2.8147,2.3353,1,1
1,GPX8,1.0161e-09,2.7966,2.3668,1,1
1,MAGEA4,0.0015838,2.7892,2.3185,1,1
1,TEAD2,6.4699e-07,2.7494,2.2016,1,1
1,CD44,1.3948e-05,2.7202,2.0672,1,1
1,RNF212,0.0085105,2.7188,1.1555,1,1
1,RAB32,4.0033e-09,2.67,2.2372,1,1
1,SEMA3C,1.3693e-05,2.6545,1.8878,1,1
1,FSTL1,1.7154e-07,2.6521,2.5747,1,1
1,WWTR1,7.3772e-08,2.6443,2.3633,1,1
1,MICA,3.0296e-10,2.6368,2.135,1,1
1,AJUBA,6.4192e-10,2.617,2.2395,1,1
1,TNFRSF10B,1.2074e-11,2.61,2.453,1,1
1,HLA-B,2.2416e-05,2.602,2.3147,1,1
1,CCND1,1.3878e-06,2.55,1.8662,1,1
1,TPM2,4.2784e-08,2.5439,2.3109,1,1
1,STOM,8.4877e-09,2.5433,2.4485,1,1
1,IGF2BP2,7.333e-07,2.543,1.8978,1,1
1,CDC42EP1,7.2129e-08,2.5246,2.0285,1,1
1,REST,1.3737e-10,2.4535,2.1276,1,1
1,HOXC10,0.0043362,2.4475,1.4161,1,1
1,OSMR,1.069e-09,2.4275,2.3412,1,1
1,PTPN14,2.1595e-09,2.4231,1.9044,1,1
