archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN,5.508e-06,1.7184,1.5009,1,1
1,GO BLEB ASSEMBLY,2.7578e-07,1.6202,1.4129,1,1
1,GO MEMBRANE RAFT ASSEMBLY,2.5774e-06,1.4257,1.574,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,1.349e-05,1.3467,1.1412,1,1
1,GO REGULATION OF T HELPER 2 CELL DIFFERENTIATION,3.17e-07,1.2317,1.0873,1,1
1,GO NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,8.4155e-08,1.1934,1.1896,1,1
1,GO NEGATIVE REGULATION OF HIPPO SIGNALING,2.4515e-08,1.1682,1.1164,1,1
1,GO REGULATION OF PHOSPHOLIPASE A2 ACTIVITY,2.9957e-08,1.1619,1.1056,1,1
1,GO REGULATION OF TAU PROTEIN KINASE ACTIVITY,7.013e-05,1.1571,1.0862,1,1
1,GO NEUTROPHIL HOMEOSTASIS,2.1831e-07,1.0953,1.0242,1,1
1,GO RESPONSE TO INTERFERON ALPHA,3.3202e-07,1.076,1.1515,1,1
1,GO T HELPER 2 CELL DIFFERENTIATION,1.725e-07,1.0692,1.0512,1,1
1,GO POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,1.2971e-07,1.054,1.0019,1,1
1,GO POSITIVE REGULATION BY SYMBIONT OF ENTRY INTO HOST,4.6623e-06,1.0476,0.9885,1,1
1,GO REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,9.389e-05,1.0416,0.80787,1,1
1,GO MODULATION BY SYMBIONT OF ENTRY INTO HOST,1.9873e-07,1.0286,1.0401,1,1
1,GO HYALURONAN CATABOLIC PROCESS,6.93e-08,1.0272,1.0615,1,1
1,GO REGULATION OF PLASMINOGEN ACTIVATION,4.4878e-05,1.0145,0.89651,1,1
1,GO GLYCOPROTEIN CATABOLIC PROCESS,2.3975e-07,0.99651,0.87839,1,1
1,GO CARDIAC NEURAL CREST CELL DIFFERENTIATION INVOLVED IN HEART DEVELOPMENT,6.2786e-05,0.99375,0.8563,1,1
1,GO NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,1.4039e-05,0.9908,0.87926,1,1
1,GO T HELPER 1 CELL DIFFERENTIATION,2.2879e-07,0.98973,0.84912,1,1
1,GO POSITIVE REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,4.2876e-06,0.98827,0.87997,1,1
1,GO TRAIL ACTIVATED APOPTOTIC SIGNALING PATHWAY,3.6414e-07,0.9695,0.95482,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,5.0683e-06,0.94575,0.95524,1,1
