"","V1","V2","V3","V4","V5","V6"
"AC168977.1",-0.0156181914158237,-0.0374843163641179,0.00969567262429194,0.19288695142457,0.544031595798068,-0.0183691231285641
"CAAA01118383.1",0.0173752014281176,0.0990897166888008,-0.100558900998816,-0.165409142448429,-0.464098133630835,-0.040697197375404
"Vamp7",0.420809941558674,-0.079755904028791,-0.272776906582138,-0.11688270298656,0.173447920872382,-0.0592414266986773
"Spry3",-0.00260880618461127,0.0123565082416272,-0.016056222322006,-0.0316540584392725,0.075345862072365,-0.00664903118843825
"Tmlhe",0.0492967315342053,-0.0505399802987904,0.042410288566278,-0.0425555815292517,-0.0427735886465828,-0.0209214204800887
"CAAA01147332.1",-0.0255322727030107,0.0147031822937257,-0.00354316213028278,0.0822764732132759,-0.0855094424593899,-0.00887061480277972
"AC149090.1",-0.252808203808499,-0.129982204952924,0.143159978535432,0.390372031973266,0.233783515100449,0.381224546577984
"Xkr4",-0.0638719751606057,-0.0991199793751396,-0.0618715155504953,0.908280238850105,2.53945225379802,-0.0758974246547059
"Rp1",-0.0212028906409581,-0.0450850593083314,0.0998670837793281,-0.0257827295035055,-0.0157796912778902,0.00458095360932156
"Gm37323",-0.0153717770401942,-0.022597896984274,0.0440168690629557,-0.0145957054336882,-0.00477887602461546,0.0114884825774182
"Mrpl15",0.243969780314024,0.077057200756186,0.173889546079561,-0.0895215873219333,-0.0890930271915672,-0.828299783748457
"Rgs20",0.00818921943524305,-0.0270033417105508,-0.0189517685586738,0.00382835926884385,0.348868325265409,0.0502618168123675
"4732440D04Rik",-0.0376897836102111,-0.046721909201206,0.00876796765113372,-0.00797677367573467,0.248170710558719,0.12453695288135
"Gm26901",0.0785847820870694,-0.0464188588421765,0.00667117082779668,0.112955399049959,0.288841310404092,-0.0885034043910195
"2610203C22Rik",0.0142982970906062,-0.00474883896727099,-0.0384137868341696,0.196019026344613,0.354485165991183,-0.0262940620732416
"Mybl1",0.114043787918278,-0.197085042230648,0.214090889804349,0.381956266083285,0.724768433585935,-0.209593650967998
"Vcpip1",0.229453290385726,-0.303576328571924,0.237384404184939,0.178083139741254,0.345990434793449,-0.0496362767297704
"Snhg6",0.850725701710311,-0.316989400126461,-0.372774098370706,0.639011794466929,1.30018557099664,-0.232354793243612
"Tcf24",-0.0127081509435955,0.0290018294726935,-0.0881577137572253,-0.0861548133517287,-0.132132111640322,0.110694034923591
"Ppp1r42",-0.0078405813241639,-0.0178974242508195,0.0145484067148235,-0.0336928069560737,-0.0195777132731274,0.0720262290334205
"Cops5",0.405633633855141,0.29038716724917,-0.391982515294002,-0.155904860592962,-0.30257143025526,-0.720923364708186
"Arfgef1",0.618755826769919,-0.399959613587415,-0.0254162518622107,1.46524487368645,1.09900438718801,-0.374283125908696
"Slco5a1",-0.00660800649977715,-0.0381528307887895,0.0382293370995789,-0.0479148433557785,0.840595134757347,-0.0541822121111729
"Prdm14",-0.0145564196809877,-0.023954758408637,0.0323282140280359,0.30929406304305,-0.0478361488841269,-0.020963725893795
"Ncoa2",0.187140449533144,-0.237681692854506,0.199296227126317,0.363667416460051,0.635643212208575,-0.176467434579075
"Tram1",0.719258995257292,-0.341127629287862,-0.224186135431191,0.834735295443952,0.212863426977543,-0.142727589667182
"Lactb2",0.334567829505904,-0.192983663616606,-0.00783233948428404,-0.178579766731125,-0.521836843391149,0.0348990859520065
"Eya1",0.0068978769724044,-0.0708417899655527,-0.0279537439410052,-0.0173578205049503,0.0109426381090197,0.206192813322847
"Msc",-0.0326428776325732,-0.0292181368693529,0.0131541278199156,0.136915820714116,-0.0446025477480687,0.0462785144853355
"Trpa1",-0.010203013436331,0.00172859108944288,-0.00844670870339882,-0.046102523308892,-0.00176920213406516,-0.0330543303178684
"Sbspon",-0.00890559689265836,-0.0118238852078922,0.0431363697377729,0.0677660448348117,0.0249985418076384,-0.0507960648513226
"4930444P10Rik",0.0576319864187864,-0.0199997288335713,-0.0113707974792983,-0.0196277184791452,0.203103717887949,-0.032252586482117
"Rpl7",-2.08787665212292,0.5190865609804,0.87862797569125,-1.30476120364593,-1.74286817916586,0.858376016808402
"Stau2",-0.113664285563289,-0.0642394063951151,0.0217093525242163,0.744465958398216,0.662645863201403,0.056466475183237
"Ube2w",0.0163110520901397,-0.0569567093573905,0.000414389270479531,0.345664869411589,0.452616194564621,0.00529264741202762
"Eloc",1.28756322533789,0.0612191737188517,-0.891863043784649,0.544876044817065,0.542332135611258,-0.929543986667689
"Jph1",0.186779839468232,-0.271913912607309,0.29326178995861,0.209093992779635,0.0787745299924165,-0.194229741002199
"Gm28154",-0.0159728977720683,-0.0188457225476122,0.017178549803421,0.114371773336043,-0.0421124339862073,0.000877407891989172
"Il17f",0.0599203063791462,-0.0328323274008445,-0.000320114103777761,-0.0244455652552967,0.00700532294662882,-0.0104878634740523
"Mcm3",1.22928141017322,-0.160386145917064,0.23956924364492,0.00728261819934003,-0.426216102162549,-1.95732606873433
"Tram2",0.10770172540143,-0.121765674590253,0.015491759359962,-0.349404645722004,-0.290783957837866,0.2458727124197
"Kcnq5",0.21143987350488,-0.199018845533909,0.11073016372532,0.893961258830494,1.43157664269663,-0.358842543736622
"Rims1",-0.11247684472058,-0.0637414220068543,0.0444985274403933,1.11683878776187,0.551696667636626,-0.022027674987108
"Gm29506",0.0140017702785501,-0.00987683744887351,-0.0121122928113287,0.0307857079786413,-0.0581644702077479,-0.010740200242348
"Ogfrl1",-0.0664369674070694,-0.0931572383624405,-0.0259378095379319,2.60476256764066,0.803123309281621,-0.319370279989273
"Smap1",0.626926564171655,0.000589799038799424,-0.474895700204098,0.0114281294234609,-0.425630949658433,-0.138312866346252
"Sdhaf4",0.385985203518501,-0.115852136224696,-0.192407507926404,0.0628192703915914,-0.0724374719052478,-0.0166515325303253
"Fam135a",0.377017337687738,-0.217504120823709,-0.111420736683182,0.699337354318444,0.761854153051635,-0.121750157574533
"Col19a1",-0.00866928030507507,-0.0302524673902978,-0.0389675377447166,-0.0214053332004654,-0.02739361263204,0.156322483887158
"Adgrb3",-0.120300139454426,-0.120896191560281,-0.0933071541948971,1.34190036609872,3.48294547862254,-0.0635678036643392
"Gm9898",0.0785633906115421,-0.0121043698447367,-0.0763826339368176,-0.107939523083783,-0.11215739795661,0.0778045367721665
"Phf3",0.704522186462145,-0.471161510649894,0.194317007549111,0.0937295083838107,-0.0054861444238393,-0.242363941116208
"Ptp4a1",0.0447268894482832,-0.0167356727953401,-0.00324491452440574,-0.0173886466984351,-0.0265330503258382,-0.00908423812546126
"Ptp4a1-1",0.0526715954894689,0.0147575681533089,-0.0606718574469503,-0.0596362528025983,-0.103660192726008,0.0129646700025734
"4931428L18Rik",-0.000745550853115252,-0.0122271958523566,-0.00530444679929747,-0.00104960965009221,-0.0464171189644788,0.052466833613243
"Prim2",0.134618803927569,-0.0385909908983169,0.312365656615586,-0.0182542120162681,-0.20876641362791,-0.607392194055154
"Bag2",0.908208394337233,-0.0496831898581209,-0.194758534590014,-0.451803380000308,-0.45884858530151,-0.845806101316592
"Zfp451",0.189743936048948,-0.235594792055012,0.237041366432227,0.195502633032029,0.407101681626234,-0.202247174626395
"Bend6",-0.0168349890940875,0.0797506988212025,0.00120906261631503,-0.219088662055341,0.139936135495465,-0.156088264371215
"Gm37233",0.0722729272439179,-0.0210026207015159,-0.0364673463431058,0.055652810954067,0.136139003541317,-0.0429831471932246
"Ccdc115",0.326588264001252,-0.11230568722988,0.0413050790553438,0.735075866894493,0.780682005444323,-0.601545436248281
"Gm28306",0.0661466241488754,-0.034283615246093,-0.0310166380453693,0.181963032863808,0.022773517548991,-0.0266923051113859
"Gm28417",-0.0133506873815666,-0.028505625661204,-0.0452653636745629,0.40942197584773,0.0621189533574814,0.0803080313111026
"Gm38336",-0.0111127665315285,-0.0454028277806405,0.0744126187657254,-0.031873649404847,-0.040228626171669,0.00767391835784604
"Fam168b",0.469124110877138,-0.262624713461029,0.0218029753830461,0.156939755929273,0.952939027351504,-0.191631223471726
"Gm37335",0.022226507414385,-0.0149895074579651,0.0258370751610573,-0.00583231433828397,-0.0165638918319844,-0.0399660405675391
"Uggt1",0.741180173060621,-0.426739853968828,0.0298314200219569,0.162265402860007,0.163847556702443,-0.162479083010961
"Neurl3",0.0629379156263438,-0.0570956427340198,-0.0488650276538627,0.596470757866827,-0.00291361237821069,0.0137871890155457
"Kansl3",0.206298374389766,-0.233727871275508,0.160071196768267,0.214976994599966,0.563334544692897,-0.0927023456259751
"Lman2l",-0.00567502915070362,-0.022526926077678,0.0142589828364377,0.118122307356906,0.0543801034152888,0.000474346189801328
"Gm38033",-0.0119876236436132,-0.0383071360099828,0.091589850341215,-0.0411720127072378,-0.0588404934859171,-0.0287935549169364
"Ankrd23",-0.00946413544054089,-0.063513489690623,0.0710119666751344,-0.0672310340847694,0.128213875503003,0.0713972466296978
"Ankrd39",0.0624573926918744,0.0080475452260611,0.0453621707257535,-0.0341658285769458,0.0942183383650568,-0.180638202971868
"Sema4c",0.00482332198125448,-0.115084846387925,0.0889126019430216,0.1637446481112,0.230048673956966,0.05579657832395
"Fam178b",-0.0246676267515639,-0.0439774809948241,0.0142586611841338,0.218272347688553,0.482921325941662,-0.00874220831647638
