"","x_name","y_name","p","median_diff","mean_diff","top_bin_mean","sample_count","metric"
"1","archetype_1","regulation_of_transcription__DNA_templated",0,0.0617599551129825,0.0634188757665163,0.0610601154305274,757,"wilcoxon_p_val"
"2","archetype_1","regulation_of_transcription_by_RNA_polymerase_II",0,0.14999671643385,0.165586900134624,0.158589802639554,757,"wilcoxon_p_val"
"3","archetype_1","RNA_processing",0,0.412688799858527,0.41149666582672,0.393746615914875,757,"wilcoxon_p_val"
"4","archetype_1","transport",0,0.17716694151301,0.178549834261667,0.172040580574447,757,"wilcoxon_p_val"
"5","archetype_1","catabolic_process",0,0.119823270377426,0.118727319731569,0.113706048477411,757,"wilcoxon_p_val"
"6","archetype_1","macromolecule_biosynthetic_process",0,0.176112283927922,0.162477233659319,0.155904790953956,757,"wilcoxon_p_val"
"7","archetype_1","negative_regulation_of_biosynthetic_process",0,0.129854410302837,0.129984983759205,0.125126317827302,757,"wilcoxon_p_val"
"8","archetype_1","positive_regulation_of_metabolic_process",0,0.0830039053446035,0.0783411857537688,0.0744576361239177,757,"wilcoxon_p_val"
"9","archetype_1","regulation_of_signal_transduction",0,0.129554501437086,0.113766059894574,0.107740850709906,757,"wilcoxon_p_val"
"10","archetype_1","response_to_organic_substance",0,0.146395038122611,0.140120709991809,0.133906493568114,757,"wilcoxon_p_val"
"11","archetype_1","regulation_of_macromolecule_biosynthetic_process",0,0.136058729119336,0.125687302658091,0.119406776137524,757,"wilcoxon_p_val"
"12","archetype_1","negative_regulation_of_macromolecule_biosynthetic_process",0,0.277789992460568,0.272006920770498,0.260779780719881,757,"wilcoxon_p_val"
"13","archetype_1","regulation_of_cell_communication",0,0.129554501437074,0.113766059894558,0.107740850709892,757,"wilcoxon_p_val"
"14","archetype_1","regulation_of_metabolic_process",0,0.145598612682009,0.152309696945865,0.147724594485496,757,"wilcoxon_p_val"
"15","archetype_1","regulation_of_signaling",0,0.211636688449001,0.21378912080054,0.205246025629066,757,"wilcoxon_p_val"
"16","archetype_1","cell_differentiation",0,0.159835388279852,0.184164905133651,0.179818734048995,757,"wilcoxon_p_val"
"17","archetype_1","positive_regulation_of_cellular_metabolic_process",0,0.103605178661987,0.0973068092553605,0.0935161948995579,757,"wilcoxon_p_val"
"18","archetype_1","developmental_process",0,0.170595814660681,0.174292224955351,0.168925564803737,757,"wilcoxon_p_val"
"19","archetype_1","macromolecule_localization",0,0.25679097447831,0.284595758419301,0.274779605136378,757,"wilcoxon_p_val"
"20","archetype_1","cellular_macromolecule_biosynthetic_process",0,0.0819379428528192,0.0812431832605118,0.0784995714658751,757,"wilcoxon_p_val"
"21","archetype_1","macromolecule_modification",0,0.195993776176647,0.219463708839183,0.209560863165427,757,"wilcoxon_p_val"
"22","archetype_1","cellular_component_biogenesis",0,0.177039387971067,0.176878516760427,0.170834018760159,757,"wilcoxon_p_val"
"23","archetype_1","cellular_catabolic_process",0,0.119823270377361,0.118727319731948,0.113706048477776,757,"wilcoxon_p_val"
"24","archetype_1","regulation_of_response_to_stimulus",0,0.290112305823528,0.307523726685402,0.295289550354587,757,"wilcoxon_p_val"
