Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
REST ENCODE	13/383	2.8672892569660307E-13	1.1755885953560727E-11	0	0	25.49249249249249	736.2292793367335	CHGA;PCSK1;SYT4;STMN3;CRMP1;CPLX2;RUNDC3A;PEX5L;SCG3;NEFH;INA;CHGB;LRP11
REST CHEA	15/1280	1.002778906695206E-8	2.0556967587251722E-7	0	0	8.867193675889329	163.31513686884446	CHGA;PCSK1;SYT4;HOMER2;STMN3;CRMP1;CPLX2;RUNDC3A;TCERG1L;EEF1A2;ID4;SCG3;INA;CHGB;LRP11
SUZ12 CHEA	13/1684	1.4085725075827363E-5	1.9250490936964062E-4	0	0	5.269787441540883	58.86536318822383	PCSK1;HOMER2;SLC35D3;CRMP1;ASCL1;CPLX2;TMEM163;PKIB;EEF1A2;ID4;INSM1;TOX;CHGB
FOSL2 ENCODE	3/196	0.007015233499083458	0.07190614336560544	0	0	8.30429911777062	41.18659383739614	EPCAM;KRT8;KLHL41
EZH2 CHEA	3/237	0.011755866877069972	0.09639810839197377	0	0	6.835065835065835	30.3709510409848	SLC35D3;ASCL1;INA
HDAC2 ENCODE	2/175	0.047799750125040584	0.326631625854444	0	0	6.0197748707027685	18.304539340884492	STMN3;CPLX2
EGR1 CHEA	2/315	0.13074441923492927	0.7209436194333074	0	0	3.3036825290062217	6.721377982144341	CLDN3;ASCL1
EZH2 ENCODE	2/338	0.14642250328935907	0.7209436194333074	0	0	3.073934837092732	5.905824904394745	TMEM163;INA
SALL4 CHEA	2/355	0.15825591646096993	0.7209436194333074	0	0	2.923363649917996	5.389343178355574	TCERG1L;HOMER2
SUZ12 ENCODE	1/105	0.1900305701032035	0.7504710593859041	0	0	4.895463510848126	8.129261430708116	ASCL1
SOX2 CHEA	3/775	0.20134589398158403	0.7504710593859041	0	0	2.015263968631844	3.229926004141568	STMN3;CRMP1;INSM1
MYOD1 ENCODE	1/166	0.283739690105335	0.8661752147172599	0	0	3.076146076146076	3.8750151991082595	RUNDC3A
TCF3 CHEA	3/1006	0.326585188323949	0.8661752147172599	0	0	1.532456684002048	1.7149177971433238	CLDN3;INSM1;INA
SMAD4 CHEA	2/584	0.3267156166992721	0.8661752147172599	0	0	1.7523964550551636	1.9603448610808594	PKIB;TMEM163
NFE2L2 CHEA	3/1022	0.33548388897362874	0.8661752147172599	0	0	1.5071214492215474	1.6460499309864043	PEX5L;CLDN3;EEF1A2
FOXA1 ENCODE	1/205	0.33801959598722336	0.8661752147172599	0	0	2.4831573655103067	2.6933601349866962	KRT8
TAF7 ENCODE	2/640	0.3677716337613251	0.8869786461302546	0	0	1.5939613925094869	1.59442857282537	BEX4;CPLX2
PPARD CHEA	1/285	0.43710584396268476	0.9535614742103622	0	0	1.7764535933550019	1.4701573001992139	KRT7
FOXA2 ENCODE	1/316	0.4714784520589968	0.9535614742103622	0	0	1.5991045991045991	1.202337770344046	KRT8
TP53 CHEA	1/319	0.47469410250798877	0.9535614742103622	0	0	1.5837768101919045	1.1800478332538633	ESPN
YY1 CHEA	1/332	0.4884095355711611	0.9535614742103622	0	0	1.5205670462468046	1.0896398854235338	KLHL41
TP63 CHEA	3/1399	0.5371611259475059	0.9991631217764325	0	0	1.0782157515681872	0.6700649216512179	CHGA;KRT8;CPLX2
AR CHEA	2/1095	0.6514712220428719	0.9991631217764325	0	0	0.9085086916742909	0.38931601175786423	PCSK1;TOX
SIN3A ENCODE	2/1131	0.6692156960559925	0.9991631217764325	0	0	0.8778611719733346	0.35259193473829037	STMN3;CPLX2
CTCF ENCODE	3/1790	0.7071744907893354	0.9991631217764325	0	0	0.8245587501323371	0.28569133389558826	WSCD1;ESPN;LRP11
GATA2 CHEA	1/772	0.7932307104200939	0.9991631217764325	0	0	0.6381655525624397	0.1478254126744801	MAPK13
GATA1 CHEA	1/807	0.8077775521795153	0.9991631217764325	0	0	0.6093402048737037	0.1300749791759279	MAPK13
E2F1 CHEA	1/859	0.8275644142254477	0.9991631217764325	0	0	0.570856493933417	0.10804505687263925	EPCAM
CREB1 ENCODE	3/2238	0.8403740674689507	0.9991631217764325	0	0	0.6430255759114819	0.111827399790144	PKIB;SCG3;RUNDC3A
UBTF ENCODE	2/1631	0.848780704905918	0.9991631217764325	0	0	0.5922587315434074	0.09710343927442626	ESPN;LRP11
KLF4 CHEA	1/987	0.8681895405130589	0.9991631217764325	0	0	0.49342071045925	0.06974266060605015	NNAT
RAD21 ENCODE	1/1265	0.926917741991721	0.9991631217764325	0	0	0.3792599805258033	0.028782211753058427	LRP11
HNF4A ENCODE	1/1276	0.9286163100050726	0.9991631217764325	0	0	0.37576671694318753	0.027829147581693695	CLDN7
RUNX1 CHEA	1/1294	0.9313130982887157	0.9991631217764325	0	0	0.37017867412298966	0.026341823768698876	STMN3
USF1 ENCODE	1/1423	0.9479359349948098	0.9991631217764325	0	0	0.3342709798406001	0.017872920462611897	BEX2
CREB1 CHEA	1/1444	0.9502412446333373	0.9991631217764325	0	0	0.32903317518702135	0.016793650875210096	RUNDC3A
SPI1 ENCODE	1/1540	0.9595729593617417	0.9991631217764325	0	0	0.3069092484297163	0.012665201699865207	PKIB
NRF1 ENCODE	1/1882	0.9808797299510763	0.9991631217764325	0	0	0.24644556223503591	0.004757736656175826	PKIB
ATF2 ENCODE	2/2852	0.9838097071942521	0.9991631217764325	0	0	0.3159741458910434	0.005157578879719953	TSPAN1;RUNDC3A
ZBTB7A ENCODE	1/2184	0.9902450185620678	0.9991631217764325	0	0	0.20880463253344608	0.002046885289927987	STMN3
E2F6 ENCODE	1/3245	0.9991631217764325	0.9991631217764325	0	0	0.1321255809541876	1.106193153837E-4	EPCAM
