archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO BLEB ASSEMBLY,3.9926e-07,1.6202,1.3957,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN,8.1192e-05,1.5121,1.2888,1,1
1,GO MEMBRANE RAFT ASSEMBLY,7.0571e-06,1.4257,1.5231,1,1
1,GO NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,2.5122e-07,1.3066,1.1603,1,1
1,GO REGULATION OF T HELPER 2 CELL DIFFERENTIATION,2.8891e-07,1.2317,1.0926,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,0.00014418,1.1881,0.98381,1,1
1,GO NEGATIVE REGULATION OF HIPPO SIGNALING,1.9904e-06,1.1139,0.97689,1,1
1,GO REGULATION OF PHOSPHOLIPASE A2 ACTIVITY,1.2366e-07,1.1054,0.98596,1,1
1,GO MODULATION BY SYMBIONT OF ENTRY INTO HOST,3.3202e-07,1.0843,1.0301,1,1
1,GO REGULATION OF TAU PROTEIN KINASE ACTIVITY,0.0006154,1.0756,0.94856,1,1
1,GO T HELPER 2 CELL DIFFERENTIATION,1.6452e-07,1.0692,1.0508,1,1
1,GO POSITIVE REGULATION BY SYMBIONT OF ENTRY INTO HOST,1.5816e-05,1.0649,0.96077,1,1
1,GO POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,6.2985e-07,1.054,0.91261,1,1
1,GO T HELPER 1 CELL DIFFERENTIATION,1.4963e-07,1.0301,0.86747,1,1
1,GO NEUTROPHIL HOMEOSTASIS,1.104e-05,1.0288,0.9251,1,1
1,GO HYALURONAN CATABOLIC PROCESS,1.4674e-06,1.0272,0.98847,1,1
1,GO REGULATION OF PLASMINOGEN ACTIVATION,9.389e-05,1.0145,0.87651,1,1
1,GO REGULATION OF VIRAL ENTRY INTO HOST CELL,8.628e-07,1.0115,0.97766,1,1
1,GO RESPONSE TO INTERFERON ALPHA,2.8077e-06,1.0105,1.0672,1,1
1,GO GLYCOPROTEIN CATABOLIC PROCESS,8.3127e-06,0.98795,0.79839,1,1
1,GO TRAIL ACTIVATED APOPTOTIC SIGNALING PATHWAY,7.889e-07,0.9695,0.92395,1,1
1,GO NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,0.00032948,0.96203,0.73375,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,3.0689e-05,0.9304,0.86227,1,1
1,GO REGULATION OF METANEPHROS DEVELOPMENT,1.6452e-07,0.92007,0.89428,1,1
1,GO NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY,0.00024286,0.90973,0.72951,1,1
1,GO PYRIMIDINE RIBONUCLEOSIDE METABOLIC PROCESS,6.2367e-06,0.90936,0.86293,1,1
1,GO NEGATIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,1.0779e-06,0.892,0.7645,1,1
1,GO POSITIVE REGULATION OF INTERLEUKIN 13 PRODUCTION,1.2454e-05,0.89181,0.75609,1,1
1,GO NEGATIVE REGULATION OF CELL KILLING,0.0001547,0.8802,0.69752,1,1
1,GO MEMBRANE RAFT ORGANIZATION,9.7801e-06,0.87229,0.93217,1,1
