archetype #,Feature Name,P value (Hypergeom.),Significant after Benjamini-Hochberg correction?,P maximal
1,subtype: A,4.1614e-05,1,0.36526
1,10 08 2020: A,5.2963e-05,1,0.24327
1,NEW 10 2020: A,0.00016092,1,0.23949
1,source: Minna,0.17827,1,0.017151
1,source: CCLE,0.94263,1,6.7622e-09
1,NEW 10 2020: N,0.94816,1,5.6055e-08
1,subtype: A2,1,1,2.3494e-12
1,subtype: N,1,1,7.9089e-10
1,subtype: P,1,1,8.2046e-07
1,subtype: Y,1,1,2.3478e-06
1,subtype: uncl,1,1,0.00010368
1,NEW 10 2020: A2,1,1,2.0058e-13
1,NEW 10 2020: P,1,1,8.2046e-07
1,NEW 10 2020: Y,1,1,7.4142e-07
1,10 08 2020: A2,1,1,4.1788e-13
1,10 08 2020: N,1,1,4.4466e-09
1,10 08 2020: P,1,1,8.2046e-07
1,10 08 2020: Y,1,1,7.4142e-07
1,10 08 2020: uncl,1,1,0.00042969
2,subtype: A2,0.00035484,1,0.74991
2,10 08 2020: A2,0.00067605,1,0.74107
2,NEW 10 2020: A2,0.00091141,1,0.72921
2,source: Minna,0.38448,1,0.0043141
2,source: CCLE,0.82173,1,1.1543e-06
2,subtype: N,0.87186,1,1.0813e-05
2,10 08 2020: A,0.9012,1,1.675e-08
2,NEW 10 2020: A,0.92741,1,1.6086e-09
2,NEW 10 2020: N,0.94816,1,9.7944e-08
2,subtype: A,0.96973,1,3.4676e-12
2,subtype: P,1,1,9.0578e-07
2,subtype: Y,1,1,2.3478e-06
2,subtype: uncl,1,1,9.9e-05
2,NEW 10 2020: P,1,1,9.0578e-07
2,NEW 10 2020: Y,1,1,7.4142e-07
2,10 08 2020: N,1,1,5.8229e-09
2,10 08 2020: P,1,1,9.0578e-07
2,10 08 2020: Y,1,1,7.4142e-07
2,10 08 2020: uncl,1,1,0.00042969
3,subtype: P,5.6866e-13,1,0.99991
3,NEW 10 2020: P,5.6866e-13,1,0.99991
3,10 08 2020: P,5.6866e-13,1,0.99991
3,10 08 2020: uncl,0.19076,1,0.055652
3,source: Minna,0.38448,1,0.0079517
3,source: CCLE,0.82173,1,1.0955e-05
3,subtype: N,0.87186,1,1.2e-05
3,subtype: A2,0.94816,1,2.9261e-07
3,NEW 10 2020: N,0.94816,1,5.6438e-08
3,10 08 2020: A2,0.96049,1,9.4145e-08
3,NEW 10 2020: A2,0.96559,1,5.1076e-08
3,subtype: A,1,1,7.1778e-26
3,subtype: Y,1,1,4.3402e-06
3,subtype: uncl,1,1,0.00010368
3,NEW 10 2020: A,1,1,2.9156e-22
3,NEW 10 2020: Y,1,1,1.8595e-06
3,10 08 2020: A,1,1,4.6053e-26
3,10 08 2020: N,1,1,5.2173e-09
3,10 08 2020: Y,1,1,1.8595e-06
4,NEW 10 2020: Y,2.1039e-11,1,0.99952
4,10 08 2020: Y,2.1039e-11,1,0.99952
4,subtype: Y,1.0239e-07,1,0.98788
4,source: CCLE,0.015621,1,0.3805
4,subtype: uncl,0.049376,1,0.19683
4,10 08 2020: uncl,0.19076,1,0.055652
4,subtype: P,0.26199,1,0.029062
4,NEW 10 2020: P,0.26199,1,0.029062
4,10 08 2020: P,0.26199,1,0.029062
4,subtype: N,0.87186,1,9.9269e-06
4,NEW 10 2020: N,0.94816,1,1.4305e-07
4,source: Minna,0.99739,1,3.3114e-15
4,subtype: A,1,1,1.9852e-27
4,subtype: A2,1,1,3.4244e-12
4,NEW 10 2020: A,1,1,7.4198e-24
4,NEW 10 2020: A2,1,1,2.9428e-13
4,10 08 2020: A,1,1,1.015e-27
4,10 08 2020: A2,1,1,6.4207e-13
4,10 08 2020: N,1,1,7.7976e-09
5,10 08 2020: A2,1.6489e-09,1,0.95214
5,NEW 10 2020: A2,2.8855e-09,1,0.9521
5,subtype: A2,4.0658e-08,1,0.91958
5,source: CCLE,0.17698,1,0.035619
5,source: Minna,0.93769,1,2.6837e-08
5,subtype: A,0.99962,1,1.6135e-19
5,subtype: N,1,1,1.912e-10
5,subtype: P,1,1,9.0578e-07
5,subtype: Y,1,1,1.5446e-06
5,subtype: uncl,1,1,9.9e-05
5,NEW 10 2020: A,1,1,4.544e-23
5,NEW 10 2020: N,1,1,6.931e-14
5,NEW 10 2020: P,1,1,9.0578e-07
5,NEW 10 2020: Y,1,1,4.2906e-07
5,10 08 2020: A,1,1,2.4745e-27
5,10 08 2020: N,1,1,8.691e-10
5,10 08 2020: P,1,1,9.0578e-07
5,10 08 2020: Y,1,1,4.2906e-07
5,10 08 2020: uncl,1,1,0.00045
6,10 08 2020: N,1.7264e-13,1,0.99998
6,NEW 10 2020: N,4.9325e-10,1,0.95196
6,subtype: N,2.1689e-08,1,0.98457
6,subtype: uncl,0.049376,1,0.21889
6,source: Minna,0.38448,1,0.0040186
6,source: CCLE,0.82173,1,2.5214e-06
6,subtype: A,1,1,1.555e-27
6,subtype: A2,1,1,6.5218e-13
6,subtype: P,1,1,7.7198e-07
6,subtype: Y,1,1,4.3402e-06
6,NEW 10 2020: A,1,1,1.8384e-24
6,NEW 10 2020: A2,1,1,3.2222e-14
6,NEW 10 2020: P,1,1,7.7198e-07
6,NEW 10 2020: Y,1,1,1.8595e-06
6,10 08 2020: A,1,1,2.4996e-28
6,10 08 2020: A2,1,1,7.4111e-14
6,10 08 2020: P,1,1,7.7198e-07
6,10 08 2020: Y,1,1,1.8595e-06
6,10 08 2020: uncl,1,1,0.00045
7,NEW 10 2020: A,0.0017466,1,0.26821
7,subtype: A,0.0065498,1,0.080779
7,10 08 2020: A,0.0077656,1,0.090292
7,10 08 2020: N,0.49754,1,0.0019154
7,subtype: N,0.56769,1,0.0017527
7,source: CCLE,0.61552,1,0.00025221
7,source: Minna,0.6254,1,0.00018933
7,NEW 10 2020: N,0.763,1,3.4254e-05
7,subtype: A2,1,1,4.0598e-12
7,subtype: P,1,1,6.1268e-07
7,subtype: Y,1,1,4.3402e-06
7,subtype: uncl,1,1,9.9e-05
7,NEW 10 2020: A2,1,1,3.2489e-13
7,NEW 10 2020: P,1,1,6.1268e-07
7,NEW 10 2020: Y,1,1,1.6083e-06
7,10 08 2020: A2,1,1,7.0885e-13
7,10 08 2020: P,1,1,6.1268e-07
7,10 08 2020: Y,1,1,1.6083e-06
7,10 08 2020: uncl,1,1,0.00045
