archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS,0.0032441,173.2822,129.6301,1,1
1,GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,0.0051916,155.1648,145.3975,1,1
1,GO_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION,0.0015653,109.2838,140.4142,1,1
1,GO_ACTIN_CROSSLINK_FORMATION,0.017969,95.2493,59.1267,1,1
1,GO_TRIGEMINAL_NERVE_DEVELOPMENT,0.0022992,94.8235,114.7774,1,1
1,GO_ATRIAL_SEPTUM_MORPHOGENESIS,0.0021689,94.8083,170.2533,1,1
1,GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT,0.02268,94.1568,76.4442,1,1
1,GO_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,0.0038387,91.8181,101.9952,1,1
1,GO_CARDIAC_VENTRICLE_FORMATION,0.0039469,88.6828,137.04,1,1
1,GO_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING,0.00084609,88.5087,59.9394,1,1
1,GO_MITRAL_VALVE_DEVELOPMENT,0.0016129,86.5886,128.1122,1,1
1,GO_GAMMA_DELTA_T_CELL_DIFFERENTIATION,0.001662,85.5253,131.5136,1,1
1,GO_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,0.0017641,81.2849,80.2222,1,1
1,GO_LIPOXYGENASE_PATHWAY,0.0045306,75.8862,92.07,1,1
1,GO_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,0.0031536,74.8356,88.8671,1,1
1,GO_CARDIAC_CHAMBER_FORMATION,0.0041716,73.8334,113.8183,1,1
1,GO_ATRIAL_SEPTUM_DEVELOPMENT,0.001662,72.96,124.5762,1,1
1,GO_NEGATIVE_REGULATION_OF_GLIOGENESIS,0.013139,70.8328,37.3409,1,1
1,GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION,0.019739,68.8637,75.0035,1,1
1,GO_VENTRICULAR_SEPTUM_MORPHOGENESIS,0.0015189,68.8247,68.8287,1,1
1,GO_LIMB_BUD_FORMATION,0.004408,67.1546,110.0867,1,1
1,GO_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,0.0053338,64.6953,64.3188,1,1
1,GO_CARDIOBLAST_PROLIFERATION,0.011047,63.743,114.4203,1,1
1,GO_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,0.0054795,63.2133,79.8185,1,1
1,GO_COMMISSURAL_NEURON_AXON_GUIDANCE,0.0085714,61.0192,42.2604,1,1
1,GO_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,0.011612,59.5308,58.2405,1,1
1,GO_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.0010528,58.3505,39.8315,1,1
1,GO_GAMMA_DELTA_T_CELL_ACTIVATION,0.0013457,58.0124,89.7353,1,1
1,GO_ATRIOVENTRICULAR_VALVE_DEVELOPMENT,0.0010206,57.2099,76.587,1,1
1,GO_REGULATION_OF_ISOTYPE_SWITCHING,0.00025131,57.0204,46.4306,1,1
1,GO_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS,0.0094949,56.8506,104.3068,1,1
1,GO_CARDIAC_CELL_FATE_COMMITMENT,0.0023671,55.5396,107.6902,1,1
1,GO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,0.0054795,54.7871,69.1313,1,1
1,GO_ACTIVATION_OF_PROTEIN_KINASE_A_ACTIVITY,0.0094949,54.0211,72.8729,1,1
1,GO_SECONDARY_HEART_FIELD_SPECIFICATION,0.016339,51.8104,83.5655,1,1
1,GO_RETINAL_ROD_CELL_DIFFERENTIATION,0.027803,51.094,31.7283,1,1
1,GO_CARDIAC_ATRIUM_MORPHOGENESIS,0.0013457,50.8774,89.2856,1,1
1,GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,0.001872,49.0496,48.4109,1,1
1,GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT,0.0028141,48.4601,25.7687,1,1
1,GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,0.0018173,48.4398,43.9662,1,1
1,GO_GONADOTROPIN_SECRETION,0.0022992,48.0612,34.5753,1,1
1,GO_CELLULAR_RESPONSE_TO_VITAMIN,0.0066042,45.521,18.1592,1,1
1,GO_CARDIAC_ATRIUM_DEVELOPMENT,0.0021689,44.4073,79.6893,1,1
1,GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.0031536,44.1493,40.859,1,1
1,GO_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE,0.004408,43.6992,38.2736,1,1
1,GO_RESPONSE_TO_HYDROXYUREA,0.0020453,42.3794,78.109,1,1
1,GO_REGULATION_OF_HEART_MORPHOGENESIS,0.02068,40.3992,38.2267,1,1
1,GO_ENDOPLASMIC_RETICULUM_ORGANIZATION,0.025414,40.3757,36.8331,1,1
1,GO_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.024846,39.1777,49.573,1,1
1,GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS,0.015203,38.1895,43.9618,1,1
1,GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,0.0032441,36.7585,33.9451,1,1
1,GO_VENTRICULAR_SEPTUM_DEVELOPMENT,0.0015189,36.6965,50.1011,1,1
1,GO_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,0.00045924,36.3929,30.4397,1,1
1,GO_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.023205,35.3853,29.8385,1,1
1,GO_POSTSYNAPTIC_MEMBRANE_ASSEMBLY,0.0034322,35.1685,36.3781,1,1
1,GO_REGULATION_OF_HAIR_CYCLE,0.0040578,34.8687,20.4425,1,1
1,GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND,0.025414,31.724,6.0734,1,1
1,GO_PHARYNGEAL_SYSTEM_DEVELOPMENT,0.00041602,31.6261,59.533,1,1
1,GO_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT,0.0087944,31.625,33.2923,1,1
1,GO_ENDOCARDIAL_CUSHION_DEVELOPMENT,0.016339,29.4564,32.7252,1,1
1,GO_UTERUS_DEVELOPMENT,0.016734,29.0473,24.7451,1,1
1,GO_EMBRYONIC_BODY_MORPHOGENESIS,0.00050664,28.0239,30.5759,1,1
1,GO_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION,0.018398,27.834,22.4986,1,1
1,GO_NEGATIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,0.0045306,27.4658,18.0164,1,1
1,GO_NEGATIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS,0.016734,26.9145,-33.6999,1,1
1,GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.0071468,26.6119,20.8641,1,1
1,GO_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE,0.011904,25.9015,27.0146,1,1
1,GO_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION,0.023741,25.831,24.7017,1,1
1,GO_CELL_PROLIFERATION_IN_FOREBRAIN,0.027803,24.7161,28.8744,1,1
1,GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,0.02166,23.9228,13.1044,1,1
1,GO_ANIMAL_ORGAN_FORMATION,0.0049174,23.2228,21.0993,1,1
1,GO_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY,0.016339,22.9897,11.6055,1,1
1,GO_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY,0.025414,22.8905,19.4725,1,1
1,GO_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.02068,22.4671,15.1442,1,1
1,GO_POSITIVE_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.00079435,22.1704,34.8319,1,1
1,GO_REGULATION_OF_MESODERM_DEVELOPMENT,0.014486,22.0845,-4.1906,1,1
1,GO_ACTIVATION_OF_JNKK_ACTIVITY,0.0010859,21.5197,20.7337,1,1
1,GO_NEGATIVE_REGULATION_OF_PROTEIN_IMPORT,0.027803,20.79,12.4644,1,1
1,GO_REGULATION_OF_ANIMAL_ORGAN_FORMATION,0.014486,20.7458,29.794,1,1
1,GO_CRANIAL_NERVE_DEVELOPMENT,0.016734,20.2991,20.8408,1,1
1,GO_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.01282,19.5341,14.9604,1,1
1,GO_REGULATION_OF_STEM_CELL_DIVISION,0.0017641,19.4103,17.9824,1,1
1,GO_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION,0.0051916,17.6897,20.8638,1,1
1,GO_REGULATION_OF_MEMBRANE_INVAGINATION,0.0085714,17.2749,9.539,1,1
1,GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE,0.013465,15.9951,15.5036,1,1
1,GO_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION,0.010773,14.8871,10.9272,1,1
1,GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY,0.023741,14.8235,8.8007,1,1
1,GO_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,0.0062634,14.3033,10.3585,1,1
1,GO_REGULATION_OF_ODONTOGENESIS,0.0034322,12.4441,14.0224,1,1
1,GO_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,0.02068,12.3232,-4.8115,1,1
1,GO_REGULATION_OF_TRANSPOSITION,0.0071468,11.0979,8.348,1,1
1,GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT,0.011612,9.7609,10.3843,1,1
1,GO_TRANSPOSITION,0.0054795,9.3344,8.0664,1,1
1,GO_AXONEME_ASSEMBLY,0.0073363,8.5734,6.7767,1,1
1,GO_INNER_DYNEIN_ARM_ASSEMBLY,0.0022332,4.8494,5.6667,1,1
1,GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY,0.0032441,3.6346,4.1149,1,1
1,GO_PRIMARY_ALCOHOL_CATABOLIC_PROCESS,0.0097392,-6.3079,-69.67,1,0
1,GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION,0.0085714,-7.0742,-12.5597,1,0
1,GO_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.013139,-7.6011,-50.5766,1,0
1,GO_CILIUM_MOVEMENT,0.0010206,-9.6794,-13.1949,1,0
1,GO_CARNITINE_SHUTTLE,0.026586,-9.8562,-17.9142,1,0
1,GO_VITAMIN_TRANSMEMBRANE_TRANSPORT,0.014841,-9.9913,-15.6775,1,0
1,GO_REGULATION_OF_GTPASE_ACTIVITY,0.014486,-11.7772,-19.7383,1,0
1,GO_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY,0.00098941,-12.0326,-16.2099,1,0
1,GO_CYSTEINE_METABOLIC_PROCESS,0.010506,-12.7107,-37.7757,1,0
1,GO_SPERM_MOTILITY,0.0010859,-13.5716,-20.3109,1,0
1,GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS,0.023205,-13.9161,-20.7017,1,0
1,GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.015203,-14.0581,-27.3598,1,0
1,GO_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,0.017969,-14.3989,-41.1884,1,0
1,GO_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS,0.017137,-15.6231,-25.8214,1,0
1,GO_STEROID_CATABOLIC_PROCESS,0.0010859,-16.1481,-53.2711,1,0
1,GO_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.018398,-16.2904,-21.0586,1,0
1,GO_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,0.020205,-17.534,-138.4791,1,0
1,GO_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.014486,-17.9518,-36.0528,1,0
1,GO_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY,0.0037331,-18.5741,-33.7778,1,0
1,GO_LIPID_BIOSYNTHETIC_PROCESS,0.019739,-18.6472,-37.291,1,0
1,GO_REGULATION_OF_DEVELOPMENTAL_GROWTH,0.014138,-19.0967,-30.3291,1,0
1,GO_MECHANORECEPTOR_DIFFERENTIATION,0.012203,-19.6553,-78.94,1,0
1,GO_TETRAPYRROLE_METABOLIC_PROCESS,0.017549,-19.8117,-41.8275,1,0
1,GO_CELLULAR_GLUCOSE_HOMEOSTASIS,0.014486,-20.0512,-64.9699,1,0
1,GO_HEME_METABOLIC_PROCESS,0.024846,-20.1904,-60.4516,1,0
1,GO_PROGRAMMED_NECROTIC_CELL_DEATH,0.013139,-20.3074,-41.0755,1,0
1,GO_ANIMAL_ORGAN_MORPHOGENESIS,0.011326,-20.6892,-39.291,1,0
1,GO_MITOCHONDRIAL_FISSION,0.0037331,-21.1754,-27.1578,1,0
1,GO_REGULATION_OF_STEROL_TRANSPORT,0.011047,-21.3509,-100.3206,1,0
1,GO_CELL_PROJECTION_ORGANIZATION,0.02068,-21.3918,-50.1393,1,0
1,GO_VENTRICULAR_SYSTEM_DEVELOPMENT,0.0036303,-21.9655,-43.0663,1,0
1,GO_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,0.017969,-22.0831,-52.922,1,0
1,GO_LATERAL_VENTRICLE_DEVELOPMENT,0.0028141,-22.1268,-23.3884,1,0
1,GO_STEROID_METABOLIC_PROCESS,0.013798,-22.3594,-60.7038,1,0
1,GO_PEPTIDYL_HISTIDINE_MODIFICATION,0.00021909,-22.6561,-32.4999,1,0
1,GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION,0.0021062,-22.6769,-36.5918,1,0
1,GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS,0.0028957,-22.7437,-32.1853,1,0
1,GO_SULFUR_COMPOUND_CATABOLIC_PROCESS,0.015203,-22.7984,-40.0158,1,0
1,GO_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,0.023741,-23.023,-34.4181,1,0
1,GO_RESPONSE_TO_PEPTIDE_HORMONE,0.0069616,-23.1389,-56.1165,1,0
1,GO_CELLULAR_LIPID_METABOLIC_PROCESS,0.025414,-23.3363,-29.8558,1,0
1,GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,0.0066042,-23.4926,-139.6031,1,0
1,GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.026586,-23.7553,-44.2102,1,0
1,GO_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC,0.0042883,-23.7958,-26.4959,1,0
1,GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,0.025994,-24.0718,-34.3686,1,0
1,GO_NEGATIVE_REGULATION_OF_COAGULATION,0.023741,-24.2276,-102.5558,1,0
1,GO_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,0.0037331,-24.3027,-47.9056,1,0
1,GO_LYMPHOCYTE_HOMEOSTASIS,0.021165,-24.3202,-43.6443,1,0
1,GO_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,0.0037331,-24.3815,-29.3816,1,0
1,GO_ORGANIC_ANION_TRANSPORT,0.012508,-24.4411,-32.0333,1,0
1,GO_B_CELL_ACTIVATION,0.021165,-24.4893,-64.0561,1,0
1,GO_ETHER_BIOSYNTHETIC_PROCESS,0.023741,-24.5377,-65.2377,1,0
1,GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE,0.010773,-25.1676,-66.1193,1,0
1,GO_SULFUR_AMINO_ACID_CATABOLIC_PROCESS,0.00098941,-25.2033,-38.5169,1,0
1,GO_BROWN_FAT_CELL_DIFFERENTIATION,0.0047853,-25.2895,-36.9434,1,0
1,GO_REGULATION_OF_LIPID_LOCALIZATION,0.023741,-25.4252,-63.3713,1,0
1,GO_ARGININE_METABOLIC_PROCESS,0.018836,-25.6539,-67.2579,1,0
1,GO_DNA_DEAMINATION,0.0039469,-25.678,-22.405,1,0
1,GO_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,0.00074557,-25.7495,-44.3215,1,0
1,GO_PEPTIDYL_METHIONINE_MODIFICATION,0.0012662,-25.752,-41.247,1,0
1,GO_FIBROBLAST_APOPTOTIC_PROCESS,0.0071468,-25.7619,-97.9621,1,0
1,GO_MULTICELLULAR_ORGANISM_REPRODUCTION,0.0099891,-26.117,-27.9292,1,0
1,GO_LIPID_OXIDATION,0.013798,-26.2776,-30.2161,1,0
1,GO_REGULATION_OF_CHROMATIN_ORGANIZATION,0.0097392,-26.285,-48.0219,1,0
1,GO_NECROTIC_CELL_DEATH,0.0042883,-26.2882,-47.7297,1,0
1,GO_CELL_PART_MORPHOGENESIS,0.014486,-26.3792,-65.58,1,0
1,GO_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION,0.0050528,-26.4097,-39.8376,1,0
1,GO_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION,0.024846,-26.4547,-24.07,1,0
1,GO_C21_STEROID_HORMONE_METABOLIC_PROCESS,0.007729,-26.7708,-95.2232,1,0
1,GO_POSITIVE_REGULATION_OF_BIOMINERALIZATION,0.010773,-26.7775,-38.2031,1,0
1,GO_NEURON_DIFFERENTIATION,0.0049174,-26.7871,-51.5954,1,0
1,GO_SYNAPTIC_SIGNALING,0.00052342,-27.3595,-29.2553,1,0
1,GO_TRNA_METHYLATION,0.011904,-27.4484,-31.5193,1,0
1,GO_ANION_TRANSPORT,0.00353,-27.6,-34.5713,1,0
1,GO_PROTECTION_FROM_NON_HOMOLOGOUS_END_JOINING_AT_TELOMERE,0.024846,-27.9663,-33.7425,1,0
1,GO_HISTONE_DEUBIQUITINATION,0.025414,-28.1049,-53.513,1,0
1,GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS,0.0022992,-28.2959,-35.4925,1,0
1,GO_FATTY_ACID_CATABOLIC_PROCESS,0.0071468,-28.3816,-31.1581,1,0
1,GO_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,0.013465,-28.6011,-30.4284,1,0
1,GO_MITOCHONDRIAL_TRANSCRIPTION,0.0045306,-28.6979,-47.1985,1,0
1,GO_SNRNA_PROCESSING,0.00052342,-28.9302,-35.3275,1,0
1,GO_TRANSCRIPTION_BY_RNA_POLYMERASE_III,0.011612,-28.9317,-35.3508,1,0
1,GO_NUCLEOSIDE_CATABOLIC_PROCESS,0.0047853,-29.0811,-42.3958,1,0
1,GO_FATTY_ACID_TRANSPORT,0.0041716,-29.0821,-85.3194,1,0
1,GO_NERVOUS_SYSTEM_PROCESS,0.0099891,-29.1494,-38.5046,1,0
1,GO_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,0.0019282,-29.188,-29.7902,1,0
1,GO_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,0.02268,-29.4583,-38.1425,1,0
1,GO_LIPID_METABOLIC_PROCESS,0.0097392,-29.5792,-33.3642,1,0
1,GO_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS,0.0046564,-29.6009,-58.37,1,0
1,GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID,0.012508,-29.649,-47.8372,1,0
1,GO_REGULATION_OF_LIPASE_ACTIVITY,0.0039469,-29.8304,-93.5567,1,0
1,GO_ORGANIC_ACID_CATABOLIC_PROCESS,0.00052342,-29.8705,-42.4551,1,0
1,GO_CIRCULATORY_SYSTEM_PROCESS,0.0051916,-30.3781,-45.5985,1,0
1,GO_MUSCLE_ORGAN_DEVELOPMENT,0.0046564,-30.3975,-50.6991,1,0
1,GO_BLOOD_VESSEL_MORPHOGENESIS,0.015953,-30.4168,-62.7184,1,0
1,GO_HISTONE_H3_K9_TRIMETHYLATION,0.0067808,-30.5167,-46.3265,1,0
1,GO_VASCULATURE_DEVELOPMENT,0.011047,-30.5405,-57.9002,1,0
1,GO_HISTONE_H4_ACETYLATION,0.019283,-30.5414,-73.0401,1,0
1,GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,0.0042883,-30.6108,-173.1461,1,0
1,GO_HETEROCHROMATIN_ORGANIZATION,0.017549,-30.7907,-59.5616,1,0
1,GO_RRNA_CATABOLIC_PROCESS,0.00087311,-30.8244,-36.6981,1,0
1,GO_RESPONSE_TO_INSULIN,0.0032441,-31.3314,-52.7306,1,0
1,GO_INTRACELLULAR_LIPID_TRANSPORT,0.0049174,-31.5885,-111.072,1,0
1,GO_ORGANOPHOSPHATE_ESTER_TRANSPORT,0.012203,-31.9965,-39.9826,1,0
