dropkick_score,cline,pct_counts_mito,pct_counts_ambient,S_score,G2M_score,phase
0.8077216047524043,CORL279,12.588832,11.319797,0.21156494225117276,-0.014396790651346957,S
0.7491492150117813,CORL279,18.985802,16.348885,0.36057422689764046,0.2266270173796813,S
0.7362522732865894,CORL279,14.437943,12.264939,-0.2076658245977831,-0.22512739259418635,G1
0.8510116834064932,CORL279,13.66687,12.548302,-0.011715746704562331,0.030218620918569996,G2M
0.8487554200172335,CORL279,10.059172,8.6265955,0.11903832042387516,-0.012783456241273618,S
0.8826486744409658,CORL279,15.866181,14.706856,0.10599898263451656,0.11071141168842637,G2M
0.8311655240387908,CORL279,13.350015,11.480718,-0.06960184622502608,-0.05622909449501522,G1
0.5328170011411758,CORL279,6.0379243,6.9361277,0.1845780666422187,0.29876908730870433,G2M
0.7355188524843554,CORL279,12.661761,12.078153,0.13286264180674848,-0.12477275448022343,S
0.6307156858806882,CORL279,13.541428,10.856093,-0.017197335595883798,-0.17748711141495865,G1
0.792358947071756,CORL279,24.26724,20.0,-0.06253340157234835,0.03273868665629681,G2M
0.7596447481657709,CORL279,16.517311,13.788187,0.12157549246835546,0.024727155534363526,S
0.9369840291317181,CORL279,18.727577,16.527145,0.35628357634128116,0.07445556828386328,S
0.7905018845391588,CORL279,13.013368,11.129006,-0.009436190756261072,0.0035162783477513393,G2M
0.6716779300874641,CORL279,14.385051,12.233811,-0.11217901020155793,0.006678651404190113,G2M
0.9218454943465914,CORL279,15.896137,13.932869,0.11693637848122469,-0.07648862018384964,S
0.9725176995595765,CORL279,15.46632,13.3419695,-0.21203897919928122,0.06535753666546078,G2M
0.8669845675352561,CORL279,14.871195,12.64637,0.04617408470647635,-0.06850365444806492,S
0.9442795764254515,CORL279,12.2377615,10.339661,0.037597393239416244,0.19648985449646025,G2M
0.9269303061131887,CORL279,10.933333,10.133333,0.24277435020850682,-0.06718857312658254,S
0.7691843267494731,CORL279,12.707051,11.287269,0.1840975521329304,-0.07953355739656921,S
0.5906802898078739,CORL279,19.03164,15.84372,0.06216283801352063,-0.19305506602649894,S
0.6259987047486799,CORL279,15.119414,13.3281975,-0.13142168685076785,-0.21557521911183142,G1
0.8958388677938105,CORL279,16.262732,13.909379,-0.004261200307528044,-0.1270188466771189,G1
0.9319408902845251,CORL279,15.403573,12.969809,0.3104517454434444,0.43770141583221045,G2M
0.5669754718843524,CORL279,16.53859,15.870364,-0.094647973034748,0.4992694509640942,G2M
0.8058428570743956,CORL279,12.104342,10.8636875,0.021131774924440974,-0.24875971788398377,S
0.9757642215126701,CORL279,15.36572,13.100436,0.049370184213044024,0.00902444021835798,S
0.8088575971302427,CORL279,12.883435,11.375256,-0.0976531286975286,0.4250933509364687,G2M
0.7250913982585013,CORL279,21.600943,18.932707,0.11225387706788457,-0.08948264627340075,S
0.7124446120544415,CORL279,21.765297,18.605818,0.07344044224223212,-0.2770360109050357,S
0.6336640738978712,CORL279,11.714006,10.558276,0.2261674484372438,-0.06208600591244755,S
