archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO BLEB ASSEMBLY,1.1237e-07,1.6202,1.4836,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN,4.3218e-05,1.537,1.3321,1,1
1,GO MEMBRANE RAFT ASSEMBLY,9.4334e-07,1.4257,1.6075,1,1
1,GO REGULATION OF T HELPER 2 CELL DIFFERENTIATION,6.8936e-07,1.2317,1.0334,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,7.8282e-05,1.2056,1.0142,1,1
1,GO NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,1.071e-07,1.1934,1.1733,1,1
1,GO REGULATION OF TAU PROTEIN KINASE ACTIVITY,7.6603e-06,1.1702,1.1577,1,1
1,GO REGULATION OF PHOSPHOLIPASE A2 ACTIVITY,6.5896e-07,1.1589,1.0076,1,1
1,GO NEGATIVE REGULATION OF HIPPO SIGNALING,1.8084e-07,1.134,1.0144,1,1
1,GO TROPHOBLAST CELL MIGRATION,1.0207e-07,1.0912,0.96928,1,1
1,GO RESPONSE TO INTERFERON ALPHA,4.5813e-07,1.076,1.1429,1,1
1,GO T HELPER 2 CELL DIFFERENTIATION,3.9926e-07,1.0692,1.0034,1,1
1,GO POSITIVE REGULATION BY SYMBIONT OF ENTRY INTO HOST,3.6228e-06,1.0476,1.0026,1,1
1,GO POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,1.8251e-06,1.0451,0.9169,1,1
1,GO REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,0.00017796,1.0416,0.74827,1,1
1,GO NEUTROPHIL HOMEOSTASIS,3.9926e-07,1.0348,0.98055,1,1
1,GO MODULATION BY SYMBIONT OF ENTRY INTO HOST,1.8084e-07,1.0286,1.0431,1,1
1,GO HYALURONAN CATABOLIC PROCESS,3.6563e-08,1.0272,1.1005,1,1
1,GO REGULATION OF PLASMINOGEN ACTIVATION,8.1192e-05,1.0145,0.8732,1,1
1,GO RESPONSE TO INTERFERON BETA,1.4044e-06,1.0058,1.0056,1,1
1,GO TRAIL ACTIVATED APOPTOTIC SIGNALING PATHWAY,1.8958e-07,0.99939,1.0022,1,1
1,GO GLYCOPROTEIN CATABOLIC PROCESS,8.4155e-08,0.99651,0.92658,1,1
1,GO POSITIVE REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,7.9801e-06,0.97653,0.82404,1,1
1,GO NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,4.4878e-05,0.96933,0.81612,1,1
1,GO REGULATION OF VIRAL ENTRY INTO HOST CELL,3.4772e-07,0.93268,0.98915,1,1
1,GO NEGATIVE REGULATION OF CELL KILLING,7.9801e-06,0.92892,0.80681,1,1
1,GO NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY,2.0033e-05,0.92141,0.81434,1,1
1,GO REGULATION OF METANEPHROS DEVELOPMENT,5.4272e-08,0.92007,0.9478,1,1
1,GO RENAL SYSTEM VASCULATURE DEVELOPMENT,9.8628e-07,0.91994,0.86583,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,1.5201e-05,0.9193,0.8749,1,1
1,GO CELL PROLIFERATION INVOLVED IN METANEPHROS DEVELOPMENT,1.5816e-05,0.91599,0.78809,1,1
1,GO EXTRACELLULAR MATRIX CONSTITUENT SECRETION,0.00016595,0.91524,0.68482,1,1
1,GO WOUND HEALING SPREADING OF EPIDERMAL CELLS,4.2424e-08,0.91414,0.94863,1,1
1,GO PYRIMIDINE RIBONUCLEOSIDE METABOLIC PROCESS,3.4728e-06,0.90936,0.87337,1,1
1,GO POSITIVE REGULATION OF INTERLEUKIN 13 PRODUCTION,6.5896e-07,0.90321,0.82466,1,1
1,GO NEGATIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,3.6228e-06,0.89257,1.0796,1,1
1,GO HEMIDESMOSOME ASSEMBLY,1.6455e-05,0.88469,1.1712,1,1
1,GO T HELPER 1 CELL DIFFERENTIATION,3.0264e-07,0.87942,0.82221,1,1
1,GO ENDODERMAL CELL DIFFERENTIATION,4.9191e-08,0.87035,0.93596,1,1
1,GO GLOMERULAR EPITHELIAL CELL DEVELOPMENT,8.628e-07,0.86993,0.81337,1,1
1,GO CARDIAC NEURAL CREST CELL DIFFERENTIATION INVOLVED IN HEART DEVELOPMENT,0.00016023,0.8676,0.79602,1,1
1,GO NEGATIVE REGULATION OF MULTI ORGANISM PROCESS,1.4044e-06,0.86521,0.72344,1,1
1,GO POSITIVE REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS,8.0176e-08,0.86182,0.87975,1,1
1,GO GLOMERULAR MESANGIUM DEVELOPMENT,5.0683e-06,0.85999,0.77134,1,1
1,GO COLLAGEN BIOSYNTHETIC PROCESS,6.2859e-08,0.85508,0.85239,1,1
1,GO MEMBRANE RAFT ORGANIZATION,1.3441e-06,0.85217,0.95192,1,1
1,GO BONE TRABECULA FORMATION,0.00011241,0.84028,0.79195,1,1
1,GO BRANCHING INVOLVED IN SALIVARY GLAND MORPHOGENESIS,2.5122e-07,0.83422,0.79977,1,1
1,GO NEGATIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,6.4994e-06,0.83326,0.67467,1,1
1,GO CD40 SIGNALING PATHWAY,9.2696e-08,0.82693,0.78863,1,1
1,GO NEGATIVE REGULATION OF NITRIC OXIDE METABOLIC PROCESS,1.5691e-07,0.82175,0.78534,1,1
1,GO NEGATIVE REGULATION OF STEM CELL DIFFERENTIATION,1.8084e-07,0.81999,0.76049,1,1
1,GO INFLAMMATORY RESPONSE TO WOUNDING,1.0311e-06,0.81759,0.93372,1,1
1,GO NEGATIVE REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE,9.4334e-07,0.81364,0.87121,1,1
1,GO DICHOTOMOUS SUBDIVISION OF AN EPITHELIAL TERMINAL UNIT,5.2837e-06,0.80982,0.86645,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I,1.9904e-06,0.80446,0.63411,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I,2.9301e-06,0.80137,0.65367,1,1
1,GO ZYMOGEN INHIBITION,5.753e-07,0.79652,0.80434,1,1
1,GO PLASMINOGEN ACTIVATION,0.00010092,0.79105,0.62348,1,1
1,GO REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,4.3763e-07,0.79033,0.73223,1,1
1,GO NEGATIVE REGULATION OF T HELPER CELL DIFFERENTIATION,3.4728e-06,0.78315,0.65368,1,1
1,GO REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS,2.0829e-07,0.78271,0.78567,1,1
1,GO METANEPHRIC GLOMERULUS DEVELOPMENT,1.8521e-05,0.7774,0.63198,1,1
1,GO POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,9.8628e-07,0.77482,0.67983,1,1
1,GO PYRIMIDINE NUCLEOSIDE CATABOLIC PROCESS,1.104e-05,0.77167,0.65046,1,1
1,GO NEGATIVE REGULATION OF CD4 POSITIVE ALPHA BETA T CELL DIFFERENTIATION,2.0033e-05,0.76869,0.61658,1,1
1,GO METANEPHRIC NEPHRON EPITHELIUM DEVELOPMENT,1.4044e-06,0.76756,0.72141,1,1
1,GO POSITIVE REGULATION OF COLLAGEN METABOLIC PROCESS,2.5122e-07,0.76737,0.74242,1,1
1,GO REGULATION OF APOPTOTIC PROCESS INVOLVED IN DEVELOPMENT,0.00081984,0.76704,0.61104,1,1
1,GO CHRONIC INFLAMMATORY RESPONSE,4.4572e-08,0.76567,0.81147,1,1
1,GO ENDODERM FORMATION,6.6003e-08,0.76452,0.82532,1,1
1,GO HIPPO SIGNALING,2.0784e-06,0.75833,0.62243,1,1
1,GO CHAPERONE MEDIATED AUTOPHAGY,5.8301e-05,0.75597,0.61384,1,1
1,GO NEGATIVE REGULATION OF SKELETAL MUSCLE TISSUE DEVELOPMENT,8.2505e-07,0.75166,0.72035,1,1
1,GO POSITIVE REGULATION OF MACROPHAGE DIFFERENTIATION,0.00012512,0.75149,0.63767,1,1
1,GO INTERLEUKIN 27 MEDIATED SIGNALING PATHWAY,2.8077e-06,0.74902,0.80662,1,1
1,GO METANEPHRIC EPITHELIUM DEVELOPMENT,1.1776e-06,0.74323,0.65467,1,1
1,GO CYSTEINE METABOLIC PROCESS,7.547e-05,0.74235,0.59077,1,1
1,GO POSITIVE REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,1.2308e-06,0.74179,0.68499,1,1
1,GO EPIBOLY,9.2696e-08,0.73565,0.79916,1,1
1,GO LATERAL MESODERM DEVELOPMENT,9.3916e-06,0.73191,0.60779,1,1
1,GO GAP JUNCTION ASSEMBLY,8.628e-07,0.73129,0.67873,1,1
1,GO POSITIVE REGULATION OF POSTTRANSCRIPTIONAL GENE SILENCING,1.2366e-07,0.72952,0.67823,1,1
1,GO POSITIVE REGULATION BY HOST OF VIRAL PROCESS,5.6999e-08,0.72741,0.72055,1,1
1,GO POSITIVE REGULATION OF PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA,1.6455e-05,0.72536,0.70767,1,1
1,GO CELLULAR RESPONSE TO X RAY,3.1888e-05,0.72155,0.55245,1,1
1,GO INFLAMMATORY CELL APOPTOTIC PROCESS,2.5774e-06,0.72044,0.66677,1,1
