archetype #,Feature Name,P value (Hypergeom.),Significant after Benjamini-Hochberg correction?,P maximal
1,NEW 10 2020: A,0.048056,1,0.08172
1,source: Minna,0.057365,1,0.16158
1,subtype: A,0.11108,1,0.047393
1,10 08 2020: A,0.12331,1,0.039059
1,subtype: A2,0.21913,1,0.056346
1,10 08 2020: A2,0.26853,1,0.029215
1,NEW 10 2020: A2,0.29435,1,0.018183
1,source: CCLE,0.98873,1,1.5162e-12
1,subtype: N,1,1,1.5741e-09
1,subtype: P,1,1,8.5226e-07
1,subtype: Y,1,1,3.8739e-06
1,subtype: uncl,1,1,9.9e-05
1,NEW 10 2020: N,1,1,3.2082e-12
1,NEW 10 2020: P,1,1,8.5226e-07
1,NEW 10 2020: Y,1,1,1.4355e-06
1,10 08 2020: N,1,1,9.0155e-09
1,10 08 2020: P,1,1,8.5226e-07
1,10 08 2020: Y,1,1,1.4355e-06
1,10 08 2020: uncl,1,1,0.00042969
2,source: CCLE,0.062313,1,0.043758
2,subtype: A2,0.073282,1,0.18416
2,10 08 2020: A2,0.098998,1,0.13102
2,NEW 10 2020: A2,0.11358,1,0.10817
2,NEW 10 2020: Y,0.22195,1,0.036767
2,10 08 2020: Y,0.22195,1,0.036767
2,subtype: P,0.26199,1,0.026133
2,NEW 10 2020: P,0.26199,1,0.026133
2,10 08 2020: P,0.26199,1,0.026133
2,subtype: uncl,0.34761,1,0.021713
2,NEW 10 2020: N,0.47546,1,0.0024517
2,10 08 2020: N,0.49754,1,0.0050918
2,subtype: N,0.56769,1,0.0014439
2,subtype: Y,0.58105,1,0.0033543
2,source: Minna,0.98438,1,1.4839e-11
2,subtype: A,0.99962,1,3.2849e-19
2,10 08 2020: A,0.99969,1,4.1011e-19
2,NEW 10 2020: A,1,1,9.7718e-23
2,10 08 2020: uncl,1,1,0.00042969
3,10 08 2020: A2,0.098998,1,0.18331
3,NEW 10 2020: A2,0.11358,1,0.16196
3,10 08 2020: N,0.20046,1,0.066779
3,subtype: A2,0.21913,1,0.056346
3,NEW 10 2020: N,0.21913,1,0.048161
3,subtype: A,0.49719,1,0.0016452
3,subtype: N,0.56769,1,0.002626
3,source: CCLE,0.61552,1,4.4336e-05
3,source: Minna,0.6254,1,9.1217e-05
3,10 08 2020: A,0.9012,1,2.2959e-07
3,NEW 10 2020: A,0.92741,1,3.1548e-08
3,subtype: P,1,1,6.4164e-07
3,subtype: Y,1,1,4.5454e-06
3,subtype: uncl,1,1,0.00010368
3,NEW 10 2020: P,1,1,6.4164e-07
3,NEW 10 2020: Y,1,1,1.9474e-06
3,10 08 2020: P,1,1,6.4164e-07
3,10 08 2020: Y,1,1,1.9474e-06
3,10 08 2020: uncl,1,1,0.00042969
4,10 08 2020: N,0.0012582,1,0.80655
4,NEW 10 2020: N,0.017596,1,0.32972
4,subtype: N,0.017649,1,0.41376
4,NEW 10 2020: Y,0.045961,1,0.25307
4,10 08 2020: Y,0.045961,1,0.25307
4,subtype: uncl,0.049376,1,0.21889
4,source: CCLE,0.062313,1,0.25452
4,subtype: Y,0.18284,1,0.069086
4,10 08 2020: A2,0.80436,1,5.0929e-05
4,NEW 10 2020: A2,0.82283,1,2.988e-05
4,subtype: A2,0.94816,1,2.2083e-07
4,source: Minna,0.98438,1,6.4987e-11
4,subtype: A,0.99495,1,4.8482e-13
4,NEW 10 2020: A,0.99854,1,1.6072e-15
4,10 08 2020: A,0.99969,1,3.1454e-18
4,subtype: P,1,1,8.2046e-07
4,NEW 10 2020: P,1,1,8.2046e-07
4,10 08 2020: P,1,1,8.2046e-07
4,10 08 2020: uncl,1,1,0.00042969
5,NEW 10 2020: Y,1.8483e-05,1,0.94052
5,10 08 2020: Y,1.8483e-05,1,0.94052
5,subtype: Y,0.00019889,1,0.85513
5,source: CCLE,0.00025953,1,0.93854
5,subtype: uncl,0.049376,1,0.21889
5,subtype: P,0.66638,1,0.00081704
5,NEW 10 2020: P,0.66638,1,0.00081704
5,10 08 2020: P,0.66638,1,0.00081704
5,NEW 10 2020: N,0.763,1,9.131e-05
5,10 08 2020: N,0.83604,1,6.528e-05
5,subtype: N,0.87186,1,1.764e-05
5,subtype: A2,0.94816,1,1.5151e-07
5,10 08 2020: A2,0.96049,1,4.094e-08
5,NEW 10 2020: A2,0.96559,1,2.4279e-08
5,10 08 2020: A,0.97361,1,3.1602e-11
5,NEW 10 2020: A,0.98478,1,4.4408e-12
5,subtype: A,0.99495,1,5.3505e-14
5,source: Minna,0.99999,1,1.306e-24
5,10 08 2020: uncl,1,1,0.00042969
6,subtype: N,0.0026409,1,0.68552
6,NEW 10 2020: N,0.0029966,1,0.68382
6,10 08 2020: uncl,0.0092437,1,0.35036
6,source: CCLE,0.015621,1,0.4693
6,subtype: Y,0.032541,1,0.31338
6,NEW 10 2020: Y,0.045961,1,0.25307
6,10 08 2020: Y,0.045961,1,0.25307
6,10 08 2020: N,0.054524,1,0.26472
6,subtype: uncl,0.34761,1,0.024087
6,subtype: P,0.66638,1,0.0011797
6,NEW 10 2020: P,0.66638,1,0.0011797
6,10 08 2020: P,0.66638,1,0.0011797
6,subtype: A2,0.94816,1,1.8896e-07
6,10 08 2020: A2,0.96049,1,5.5814e-08
6,NEW 10 2020: A2,0.96559,1,3.31e-08
6,source: Minna,0.99739,1,2.7256e-14
6,10 08 2020: A,0.99969,1,6.1802e-19
6,subtype: A,1,1,6.188e-26
6,NEW 10 2020: A,1,1,1.3036e-22
