archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO BLEB ASSEMBLY,6.6003e-08,1.7343,1.5719,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN,6.7728e-06,1.7175,1.4925,1,1
1,GO MEMBRANE RAFT ASSEMBLY,6.0198e-07,1.4257,1.6445,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,1.0184e-05,1.3467,1.1695,1,1
1,GO NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,5.4272e-08,1.303,1.2366,1,1
1,GO POSITIVE REGULATION BY SYMBIONT OF ENTRY INTO HOST,1.3441e-06,1.2854,1.1482,1,1
1,GO MODULATION BY SYMBIONT OF ENTRY INTO HOST,7.6379e-08,1.2584,1.1116,1,1
1,GO REGULATION OF T HELPER 2 CELL DIFFERENTIATION,2.8891e-07,1.2317,1.0967,1,1
1,GO RESPONSE TO INTERFERON ALPHA,1.4963e-07,1.2191,1.2698,1,1
1,GO REGULATION OF TAU PROTEIN KINASE ACTIVITY,3.9418e-06,1.1702,1.2062,1,1
1,GO REGULATION OF PHOSPHOLIPASE A2 ACTIVITY,3.479e-08,1.1619,1.0771,1,1
1,GO REGULATION OF PLASMINOGEN ACTIVATION,2.3418e-05,1.1467,0.95586,1,1
1,GO T HELPER 2 CELL DIFFERENTIATION,1.2366e-07,1.1353,1.0767,1,1
1,GO NEGATIVE REGULATION OF HIPPO SIGNALING,4.2424e-08,1.134,1.0678,1,1
1,GO REGULATION OF VIRAL ENTRY INTO HOST CELL,1.3605e-07,1.0998,1.0618,1,1
1,GO REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,6.5149e-05,1.0667,0.85449,1,1
1,GO POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,1.4268e-07,1.054,0.9941,1,1
1,GO NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,9.7801e-06,1.0428,0.90089,1,1
1,GO NEUTROPHIL HOMEOSTASIS,2.5122e-07,1.0348,1.0035,1,1
1,GO HYALURONAN CATABOLIC PROCESS,3.479e-08,1.0272,1.1009,1,1
1,GO RESPONSE TO INTERFERON BETA,1.1776e-06,1.0058,1.033,1,1
1,GO GLYCOPROTEIN CATABOLIC PROCESS,1.1788e-07,0.99651,0.90864,1,1
1,GO POSITIVE REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY,3.6228e-06,0.9933,0.89653,1,1
1,GO EXTRACELLULAR MATRIX CONSTITUENT SECRETION,8.4205e-05,0.98701,0.74943,1,1
1,GO NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY,4.6623e-06,0.98231,0.88503,1,1
1,GO TRAIL ACTIVATED APOPTOTIC SIGNALING PATHWAY,2.3975e-07,0.9695,0.97875,1,1
1,GO WOUND HEALING SPREADING OF EPIDERMAL CELLS,4.0375e-08,0.9585,0.95684,1,1
1,GO PYRIMIDINE RIBONUCLEOSIDE METABOLIC PROCESS,9.0221e-07,0.95684,0.92944,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,7.3528e-06,0.94575,0.92346,1,1
1,GO RENAL SYSTEM VASCULATURE DEVELOPMENT,3.6563e-08,0.93272,0.9348,1,1
1,GO METANEPHRIC NEPHRON EPITHELIUM DEVELOPMENT,1.3605e-07,0.93216,0.80337,1,1
1,GO NEGATIVE REGULATION OF CELL KILLING,2.3654e-06,0.92892,0.858,1,1
