"","V1","V2","V3"
"PC_1",-4.45993178369638,-0.66625280380841,45.6817207816652
"PC_2",-2.41320379054655,12.0361824672276,-2.02635318185444
"PC_3",0.00401922613241084,-0.495937308650006,1.53457589729814
"PC_4",-0.013212636356567,0.0878105897193708,0.0122645876471672
"PC_5",0.0562901822537449,-0.263887148111747,-0.391661929687961
"PC_6",-0.0175147897677309,-0.00660671589617967,0.303202177273552
"PC_7",0.00723572283850728,-0.00381826560859735,-0.109502442903386
"PC_8",-0.000873048016496644,-0.0768492181848953,0.0998861207408497
"PC_9",0.057804217057484,-0.200780900651344,-0.371623916638433
"PC_10",-0.0255755433709366,0.0588341484026047,0.246545002105749
"PC_11",0.00129178861597619,-0.0368057843801935,0.178485146303476
