"","V1","V2","V3"
"PC_1",-2.83518449524847,0.158185251191134,42.0237022530447
"PC_2",-1.60326060608641,10.1600402700858,-2.09591127964908
"PC_3",0.166404404332125,-1.68941781190083,2.78944060795062
"PC_4",-0.0664228400459431,0.461024865520787,-0.0525405542053963
"PC_5",0.0641218331328091,-0.913745649175641,-0.408540616134359
"PC_6",0.0227918195219225,-0.137372701498717,0.458527463466309
"PC_7",-0.0182633426942106,0.0855893950264568,-0.130661286274098
"PC_8",0.022400850963456,-0.303665385946096,0.122411416343135
"PC_9",0.00396419540101615,-0.0995640570361918,-0.454286988564789
"PC_10",0.00276647875887195,0.133428551347064,0.332855903932292
"PC_11",0.0121810448287384,-0.0387842239966649,0.344633548617368
