"","V1","V2","V3"
"PC_1",-13.2941762380577,-86.1586485263521,411.648735958142
"PC_2",-90.3173192210394,106.679466211007,82.806931119076
"PC_3",4.35826469922289,-5.09723925482717,-10.3486166969963
"PC_4",-0.863883156970494,0.139269314603821,7.31362967640266
"PC_5",0.00682570300588395,-0.114198564313786,-1.43782917621261
"PC_6",-0.335698858727949,0.0410511626090392,3.94333881365471
"PC_7",-0.127221375819675,-0.419772748570429,3.0093668692079
"PC_8",0.0364119068792809,-0.550787969495374,1.57471711186392
"PC_9",0.420536104550781,-0.245968496443158,-4.75073493811224
"PC_10",0.142552300553112,-0.326518131526398,-0.735344678626131
"PC_11",0.450408075351307,-0.270083767616402,-2.16101066732374
