archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO_SIGNAL_PEPTIDE_PROCESSING,0.019548,647.6057,643.4938,1,1
1,GO_REGULATION_OF_PROSTAGLANDIN_SECRETION,0.0016767,294.4813,226.3412,1,1
1,GO_NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION,0.0021907,288.2718,221.1909,1,1
1,GO_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,0.030713,279.3107,161.0631,1,1
1,GO_PROSTAGLANDIN_SECRETION,0.0015882,245.0972,188.4391,1,1
1,GO_NEGATIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.020391,228.5525,141.0182,1,1
1,GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,0.008797,218.5795,152.579,1,1
1,GO_PROSTAGLANDIN_TRANSPORT,0.0013481,207.6269,162.6533,1,1
1,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,0.0038653,175.3311,126.1225,1,1
1,GO_PROTEIN_TRIMERIZATION,0.023112,175.0515,110.6948,1,1
1,GO_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT,0.0016767,171.998,133.0044,1,1
1,GO_REGULATION_OF_ICOSANOID_SECRETION,0.0015882,171.0572,133.5409,1,1
1,GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,0.00081392,170.2041,126.9077,1,1
1,GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,0.023112,167.0971,100.6353,1,1
1,GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.019548,147.2909,90.4178,1,1
1,GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.017954,147.2576,89.8087,1,1
1,GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,0.0018673,143.5418,106.0399,1,1
1,GO_B_CELL_APOPTOTIC_PROCESS,0.013834,134.6204,81.674,1,1
1,GO_REGULATION_OF_FATTY_ACID_TRANSPORT,0.0020776,129.4465,97.5587,1,1
1,GO_PROTEIN_KINASE_A_SIGNALING,0.0012071,113.602,83.0142,1,1
1,GO_B_CELL_HOMEOSTASIS,0.016475,110.7343,67.858,1,1
1,GO_NEGATIVE_REGULATION_OF_CELL_AGING,0.019548,109.5803,79.0223,1,1
1,GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.018736,105.3917,64.8489,1,1
1,GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS,0.0044907,105.1318,73.4912,1,1
1,GO_ARACHIDONIC_ACID_SECRETION,0.016475,103.4425,63.5416,1,1
1,GO_PONS_DEVELOPMENT,0.0038653,103.3598,100.4927,1,1
1,GO_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION,0.00060992,102.4782,125.3403,1,1
1,GO_MYELOID_CELL_APOPTOTIC_PROCESS,0.045233,90.6719,49.6156,1,1
1,GO_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION,0.038848,87.4688,47.4968,1,1
1,GO_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT,0.0013481,83.543,67.3047,1,1
1,GO_LIPID_EXPORT_FROM_CELL,0.0011418,80.9655,63.413,1,1
1,GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION,0.016475,79.9318,82.3937,1,1
1,GO_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.00086166,78.5992,223.5238,1,1
