archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE,2.8267e-05,0.37482,0.39329,1,1
1,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,4.5779e-05,0.26399,0.29881,1,1
1,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS NONSENSE MEDIATED DECAY,0.0017696,0.23345,0.1917,1,1
1,GO AEROBIC ELECTRON TRANSPORT CHAIN,0.0172,0.16968,0.15484,1,1
1,GO MITOCHONDRIAL ELECTRON TRANSPORT NADH TO UBIQUINONE,0.045233,0.15438,0.091879,1,1
1,GO PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,0.0015882,0.088582,0.13856,1,1
1,GO SYNAPTONEMAL COMPLEX ORGANIZATION,0.037377,-0.10996,-0.24695,1,0
1,GO NEGATIVE REGULATION OF RESPONSE TO EXTRACELLULAR STIMULUS,0.0080134,-0.11039,-0.27049,1,0
1,GO PYRIMIDINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS,0.046961,-0.12433,-0.15651,1,0
1,GO BASE EXCISION REPAIR AP SITE FORMATION,0.024086,-0.12846,-0.18506,1,0
1,GO CELLULAR RESPIRATION,0.018736,-0.1324,-0.15604,1,0
1,GO HOMOLOGOUS CHROMOSOME PAIRING AT MEIOSIS,0.0063209,-0.14447,-0.24924,1,0
1,GO PYRIMIDINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS,0.016475,-0.15082,-0.20203,1,0
1,GO HOMOLOGOUS CHROMOSOME SEGREGATION,0.0015041,-0.15882,-0.30844,1,0
1,GO ORGAN OR TISSUE SPECIFIC IMMUNE RESPONSE,0.056456,-0.16494,-0.26488,1,0
1,GO TRNA WOBBLE URIDINE MODIFICATION,0.00029789,-0.16833,-0.29757,1,0
1,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS EXONUCLEOLYTIC 3 5,0.0024341,-0.17081,-0.27406,1,0
1,GO QUINONE METABOLIC PROCESS,0.0013481,-0.17235,-0.22366,1,0
1,GO OTIC VESICLE DEVELOPMENT,0.035953,-0.17519,-0.21115,1,0
1,GO IRON SULFUR CLUSTER ASSEMBLY,0.0172,-0.18344,-0.19913,1,0
1,GO DNA DEAMINATION,0.035953,-0.1836,-0.29326,1,0
1,GO RETINOL METABOLIC PROCESS,0.0020776,-0.18583,-0.26951,1,0
1,GO PROTEIN TARGETING,6.2007e-06,-0.18841,-0.2404,1,0
1,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS EXONUCLEOLYTIC,3.7287e-05,-0.1906,-0.27889,1,0
1,GO CENTROMERE COMPLEX ASSEMBLY,0.0038653,-0.19171,-0.27283,1,0
1,GO PYRIMIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS,0.00081392,-0.1942,-0.22323,1,0
1,GO RNA POLYMERASE II PREINITIATION COMPLEX ASSEMBLY,6.4139e-05,-0.19588,-0.28599,1,0
1,GO NEGATIVE REGULATION OF BEHAVIOR,0.0080134,-0.19612,-0.20557,1,0
1,GO DNA DEALKYLATION INVOLVED IN DNA REPAIR,0.0010209,-0.1982,-0.25536,1,0
