dropkick_score,cline,pct_counts_mito,pct_counts_ambient,arcsinh_total_counts,S_score,G2M_score,phase,doublet_scores,cell_cycle_diff
0.7990785532408282,DMS454,17.331472,14.619067,9.213137,0.08023423980504173,-0.10039559520393897,S,0.0384985563041386,0.1806298350089807
0.5341631427479377,DMS454,4.911323,6.0027285,7.9834404,0.15946384587980317,-0.1391950869563287,S,0.015418502202643174,0.2986589328361319
0.6950564027542616,DMS454,18.520332,15.776581,8.3143425,-0.04970832292827468,-0.2620518413847736,G1,0.021428571428571432,0.21234351845649893
0.5800589319754114,DMS454,29.619417,24.434639,8.195886,0.010804337826627848,0.25183480158603694,G2M,0.013610315186246417,-0.2410304637594091
0.7270221697415727,DMS454,19.86234,15.863651,8.716372,0.35919908901632075,0.17174818977654474,S,0.03394495412844037,0.187450899239776
0.78205323365696,DMS454,16.481855,14.717741,8.286017,0.12771914039239124,0.16742391570626194,G2M,0.07301173402868316,-0.039704775313870705
0.6502199746739917,DMS454,25.15172,21.712744,7.99497,-0.032270864737756796,-0.09922310550575067,G1,0.013171947312210752,0.06695224076799387
0.6915213177534401,DMS454,15.675182,13.959853,9.302008,0.026232648394977846,-0.1837890717034806,S,0.027234042553191493,0.21002172009845846
0.8502580364646685,DMS454,16.119747,13.586643,8.153062,0.03531514010089423,-0.19329004541939282,S,0.00906344410876133,0.22860518552028705
0.558509141370118,DMS454,23.793102,19.885057,8.154788,-0.18104238789571178,-0.04732105838865953,G1,0.03394495412844037,-0.13372132950705226
0.7412552790672057,DMS454,15.017261,12.850019,9.25225,0.10583040102518754,-0.25149255554122324,S,0.020890815924320065,0.3573229565664108
0.7522865818001389,DMS454,18.659988,16.468378,8.06903,-0.21138297156139202,-0.06730996528986931,G1,0.04909284951974387,-0.1440730062715227
0.5858466805483293,DMS454,21.883173,19.659983,8.431199,-0.05265650682585846,-0.18127383066424368,G1,0.040117416829745595,0.12861732383838523
0.6943613915297643,DMS454,26.516571,20.888054,8.070281,-0.21885734807837973,-0.22597152273186819,G1,0.013171947312210752,0.007114174653488459
0.7504474088924924,DMS454,15.274949,12.729125,8.275886,0.22691969738070655,-0.318044811379182,S,0.02979842243645925,0.5449645087598886
0.5937681816605018,DMS454,38.491943,33.444817,8.791486,-0.07564121935556492,-0.19739428889149446,G1,0.024229979466119093,0.12175306953592954
0.6799470890745636,DMS454,16.77263,14.199212,8.795733,0.4387630964856521,0.10268524481858031,S,0.027234042553191493,0.33607785166707177
0.8625090587710436,DMS454,16.645435,14.18259,8.457443,-0.23043166206601917,-0.19040472317483464,G1,0.013171947312210752,-0.04002693889118453
0.8723621251813415,DMS454,13.15519,11.963001,9.182969,0.05438413286318075,0.11084345283893005,G2M,0.0444104134762634,-0.056459319975749295
0.7932491840619974,DMS454,20.769232,18.241758,8.605204,0.1305193812878501,-0.27854229561196286,S,0.031138790035587186,0.409061676899813
0.5972949513886863,DMS454,9.204219,8.485139,8.336151,0.03314449130314867,-0.07261025796386447,S,0.019319938176197836,0.10575474926701314
0.8337087647830863,DMS454,16.908752,14.748603,8.588583,-0.14069905318688442,-0.2038414337001922,G1,0.009847198641765705,0.06314238051330778
0.5705461414526432,DMS454,31.40351,27.84461,8.984694,0.26471925342065006,-0.15378967098007904,S,0.024813895781637715,0.41850892440072907
0.6443121358087104,DMS454,13.901459,12.317748,8.981682,0.10266498786517136,-0.12964479367428025,S,0.03182429403854774,0.23230978153945162
0.516716589847305,DMS454,3.3008788,4.0370455,9.038603,0.6344453276139284,0.07433251758728313,S,0.018306636155606407,0.5601128100266453
0.7975053829454066,DMS454,13.28834,12.054922,9.05882,0.42102183631973866,0.007449071951047076,S,0.016835016835016835,0.4135727643686916
0.7505975684735957,DMS454,12.452316,10.790191,8.901094,0.026705167741557758,-0.26982660295922223,S,0.027861123017573944,0.29653177070077996
0.7970908681314953,DMS454,16.323166,14.454519,8.8926115,-0.1946947173900127,-0.251997082433032,G1,0.014054054054054054,0.05730236504301928
0.8356007646845253,DMS454,22.813852,18.787878,8.43815,0.08037949117811632,0.2641976121523355,G2M,0.015418502202643174,-0.18381812097421918
