Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
E2F4 ENCODE	18/710	3.538190906125396E-16	2.8659346339615707E-14	0	0	22.781397792958487	810.5107827187131	RFC5;TOP2A;RANBP1;NPM1;RFC4;MCM7;SIVA1;ATAD2;GMNN;DEK;HMGB1;MKI67;SMC4;CKS1B;SMC2;TUBA1B;BIRC5;TK1
ATF2 ENCODE	21/2852	1.3536083525546507E-8	5.482113827846335E-7	0	0	6.687408206138802	121.16183903688837	RFC5;RANBP1;NPM1;SET;MCM7;ATAD2;ENO1;RPL8;SMC4;CKS1B;SMC2;TUBA1B;NT5DC2;EXOSC8;HIST1H2AE;ERH;TK1;RPS2;DCTPP1;HIST1H4D;HIST1H1B
E2F1 CHEA	12/859	6.7105334573083E-8	1.8118440334732408E-6	0	0	9.67093945016023	159.73492908628026	RFC5;TUBA1B;MCM7;ATAD2;GMNN;NME2;ERH;DEK;TK1;RPS2;DCTPP1;S100A10
MYC CHEA	9/573	1.510923967772972E-6	3.059621034740268E-5	0	0	9.984214138641043	133.81631737878325	RANBP1;NPM1;SET;MCM7;NME2;RPS2;RPL8;DCTPP1;CKS1B
NFYB ENCODE	20/3715	6.6949731495038094E-6	1.0845856502196171E-4	0	0	4.401894451962111	52.444846584823225	TOP2A;SET;MCM7;SIVA1;ATAD2;GMNN;DEK;ENO1;HMGB1;MKI67;GCAT;CKS1B;NT5DC2;STMN1;HIST1H2AE;PHGDH;TK1;RPS2;DCTPP1;HIST1H1B
NFYA ENCODE	15/2250	1.4394938337674738E-5	1.9433166755860896E-4	0	0	4.758389261744966	53.04953991617004	TOP2A;MCM7;SIVA1;ATAD2;GMNN;ENO1;HMGB1;GCAT;CKS1B;NT5DC2;HIST1H2AE;TK1;RPS2;DCTPP1;HIST1H1B
KLF4 CHEA	10/987	1.7916857136970354E-5	2.0732363258494266E-4	0	0	6.476629136813374	70.78805744165787	TUBA1B;SET;ANXA5;STMN1;HIST1H2AE;BIRC5;ENO1;RPS2;RPL8;HIST1H4D
MAX ENCODE	14/2073	2.7042824624981492E-5	2.738085993279376E-4	0	0	4.681398737251093	49.239367866593355	RANBP1;NPM1;RFC4;MCM7;ATAD2;NME2;ENO1;CKS1B;SMC2;TUBA1B;STMN1;BIRC5;RPS2;DCTPP1
NELFE ENCODE	5/234	9.89703859177814E-5	8.907334732600326E-4	0	0	12.308796007485963	113.49559083933543	NPM1;TUBA1B;STMN1;HIST1H2AE;RPS2
E2F6 ENCODE	16/3245	2.7714472378569495E-4	0.002244872262664129	0	0	3.4543202229792507	28.29423580280663	RFC5;RANBP1;NPM1;RFC4;MCM7;SIVA1;ATAD2;GMNN;DEK;ENO1;CKS1B;TUBA1B;STMN1;BIRC5;TK1;DCTPP1
SIN3A ENCODE	9/1131	3.188541271031693E-4	0.0023479258450324284	0	0	4.87441780231154	39.24284995900035	RFC5;NPM1;TUBA1B;MCM7;ATAD2;BIRC5;HMGB1;RPS2;SMC4
MYC ENCODE	10/1515	6.239041110770339E-4	0.0042113527497699785	0	0	4.087486157253599	30.1636607890416	RANBP1;NPM1;TUBA1B;RFC4;MCM7;NME2;BIRC5;ENO1;RPS2;DCTPP1
BRCA1 ENCODE	15/3218	8.72184807297461E-4	0.005418239101742728	0	0	3.138994692475804	22.112677057498946	RFC5;RANBP1;NPM1;MCM7;SIVA1;ATAD2;NME2;SMC4;GCAT;CKS1B;TUBA1B;NT5DC2;EXOSC8;ERH;RPS2
PML ENCODE	10/1596	9.364857706715827E-4	0.005418239101742728	0	0	3.8617065994115176	26.9291330089335	NPM1;TUBA1B;MCM7;HIST1H2AE;ENO1;TK1;RPS2;RPL8;HIST1H4D;HIST1H1B
TAF1 ENCODE	14/3346	0.003972698481305201	0.021006284702804783	0	0	2.6871363930187457	14.855322178617104	NPM1;RFC4;MCM7;ATAD2;ENO1;HMGB1;RPL8;SMC2;TUBA1B;NT5DC2;EXOSC8;STMN1;ERH;RPS2
EGR1 ENCODE	5/537	0.004149389570924401	0.021006284702804783	0	0	5.216970998925886	28.61401147776929	NT5DC2;ATAD2;ANXA5;RPS2;MKI67
HDAC2 ENCODE	3/175	0.005129991655715758	0.024442901418410375	0	0	9.328095537397862	49.18379456149046	TUBA1B;ANXA5;DEK
TCF3 ENCODE	6/840	0.006105462586986766	0.02722571723227195	0	0	4.0469741853575965	20.633786847981586	TUBA1B;ANXA5;EXOSC8;STMN1;ENO1;GALK1
USF1 ENCODE	8/1423	0.00638627935077984	0.02722571723227195	0	0	3.2765017667844525	16.5581406043633	NPM1;TUBA1B;MCM7;NT5DC2;GMNN;STMN1;NME2;ENO1
TAF7 ENCODE	5/640	0.008613920357637054	0.03488637744843007	0	0	4.347581552305962	20.67003625161511	TUBA1B;HIST1H2AE;ENO1;RPS2;HIST1H1B
STAT5A ENCODE	3/233	0.011229548979826531	0.04331397463647377	0	0	6.955346650998825	31.223988599524297	RANBP1;HIST1H2AE;HIST1H4D
PBX3 ENCODE	7/1269	0.012016724884417152	0.04407431361284792	0	0	3.1428228401287037	13.89585246085379	TOP2A;TUBA1B;MCM7;ATAD2;ENO1;TK1;HIST1H4D
ZBTB33 ENCODE	5/702	0.012514928556734594	0.04407431361284792	0	0	3.948145111703218	17.296164641787886	RFC5;NPM1;ERH;RPS2;SMC4
RUNX1 CHEA	7/1294	0.013281089199105797	0.04411543755751945	0	0	3.077652986743896	13.299813074274496	NPM1;MCM7;SIVA1;STMN1;DEK;ENO1;S100A10
KAT2A ENCODE	2/90	0.013979734599830922	0.04411543755751945	0	0	11.885167464114833	50.75140656532966	ERH;RPS2
TCF3 CHEA	6/1006	0.014160510820932169	0.04411543755751945	0	0	3.3458823529411763	14.244418639015203	RFC5;SET;STMN1;ENO1;HIST1H4D;HIST1H1B
POU5F1 CHEA	3/261	0.015211534333224691	0.045634602999674076	0	0	6.191703331238215	25.916620690143283	SET;ENO1;HIST1H1B
CREB1 CHEA	7/1444	0.022979507021129005	0.0664764310254089	0	0	2.734252757217267	10.316752515269359	NPM1;RFC4;MCM7;ATAD2;HMGB1;SMC4;LSM2
BCLAF1 ENCODE	5/851	0.026455205580025638	0.07389212593041644	0	0	3.227625802093887	11.723712726876544	RANBP1;TUBA1B;HIST1H2AE;HIST1H4D;HIST1H1B
