archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN,1.7309e-08,1.2495,1.1745,1,1
1,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,2.5164e-08,1.1666,0.97399,1,1
1,GO_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST,1.8573e-08,1.0262,0.80439,1,1
1,GO_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,3.019e-11,0.92884,0.92778,1,1
1,GO_BLEB_ASSEMBLY,2.457e-10,0.9284,0.98452,1,1
1,GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,7.7166e-08,0.91228,0.7494,1,1
1,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,3.1098e-10,0.90122,0.88551,1,1
1,GO_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION,9.4499e-11,0.86679,0.79767,1,1
1,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY,4.1815e-08,0.8194,0.6878,1,1
1,GO_T_HELPER_2_CELL_DIFFERENTIATION,4.6784e-11,0.8146,0.7481,1,1
1,GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,6.3074e-11,0.81216,0.80472,1,1
1,GO_RESPONSE_TO_INTERFERON_ALPHA,1.8594e-09,0.79012,0.7871,1,1
1,GO_T_HELPER_1_CELL_DIFFERENTIATION,1.0493e-11,0.78394,0.7555,1,1
1,GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,4.4302e-11,0.77223,0.70487,1,1
1,GO_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST,1.2682e-10,0.76366,0.78319,1,1
1,GO_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY,2.6711e-12,0.76338,0.7978,1,1
1,GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,2.3933e-10,0.75639,0.77739,1,1
