archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN,1.7309e-08,1.2495,1.1745,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,2.5164e-08,1.1666,0.97399,1,1
1,GO POSITIVE REGULATION BY SYMBIONT OF ENTRY INTO HOST,1.8573e-08,1.0262,0.80439,1,1
1,GO NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,3.019e-11,0.92884,0.92778,1,1
1,GO BLEB ASSEMBLY,2.457e-10,0.9284,0.98452,1,1
1,GO NEGATIVE REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY,7.7166e-08,0.91228,0.7494,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,3.1098e-10,0.90122,0.88551,1,1
1,GO REGULATION OF T HELPER 2 CELL DIFFERENTIATION,9.4499e-11,0.86679,0.79767,1,1
1,GO NEGATIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY,4.1815e-08,0.8194,0.6878,1,1
1,GO T HELPER 2 CELL DIFFERENTIATION,4.6784e-11,0.8146,0.7481,1,1
1,GO NEGATIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,6.3074e-11,0.81216,0.80472,1,1
1,GO RESPONSE TO INTERFERON ALPHA,1.8594e-09,0.79012,0.7871,1,1
1,GO T HELPER 1 CELL DIFFERENTIATION,1.0493e-11,0.78394,0.7555,1,1
1,GO POSITIVE REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,4.4302e-11,0.77223,0.70487,1,1
1,GO MODULATION BY SYMBIONT OF ENTRY INTO HOST,1.2682e-10,0.76366,0.78319,1,1
1,GO REGULATION OF PHOSPHOLIPASE A2 ACTIVITY,2.6711e-12,0.76338,0.7978,1,1
1,GO REGULATION OF VIRAL ENTRY INTO HOST CELL,2.3933e-10,0.75639,0.77739,1,1
1,GO REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,9.3752e-12,0.74494,0.69538,1,1
1,GO HEMIDESMOSOME ASSEMBLY,6.2993e-08,0.74258,0.77508,1,1
