archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN,2.856e-06,1.1243,0.97428,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN,4.9361e-06,0.98647,0.79322,1,1
1,GO NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,9.9185e-12,0.92884,0.94652,1,1
1,GO BLEB ASSEMBLY,2.801e-10,0.9284,0.98896,1,1
1,GO POSITIVE REGULATION BY SYMBIONT OF ENTRY INTO HOST,8.4415e-08,0.90638,0.75609,1,1
1,GO REGULATION OF T HELPER 2 CELL DIFFERENTIATION,9.7068e-11,0.8856,0.79702,1,1
1,GO ANTIGEN PROCESSING AND PRESENTATION VIA MHC CLASS IB,1.1858e-08,0.83755,0.79246,1,1
1,GO T HELPER 2 CELL DIFFERENTIATION,6.6581e-11,0.83357,0.74354,1,1
1,GO NEGATIVE REGULATION OF INTERLEUKIN 8 PRODUCTION,5.0922e-10,0.80349,0.75889,1,1
1,GO REGULATION OF PHOSPHOLIPASE A2 ACTIVITY,4.8076e-11,0.7972,0.76677,1,1
1,GO T HELPER 1 CELL DIFFERENTIATION,1.277e-11,0.79054,0.75634,1,1
1,GO RESPONSE TO INTERFERON ALPHA,2.1595e-09,0.79012,0.77427,1,1
1,GO NEGATIVE REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION,2.2926e-08,0.75827,0.72909,1,1
1,GO POSITIVE REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,9.4499e-11,0.75129,0.6794,1,1
1,GO NEGATIVE REGULATION OF HIPPO SIGNALING,2.5223e-10,0.73633,0.7145,1,1
1,GO ETHANOL OXIDATION,7.8124e-06,0.73098,0.54156,1,1
1,GO INFLAMMATORY RESPONSE TO WOUNDING,5.5016e-10,0.7199,0.69532,1,1
1,GO RESPONSE TO INTERFERON BETA,2.6362e-08,0.71686,0.69726,1,1
1,GO REGULATION OF T HELPER 1 TYPE IMMUNE RESPONSE,2.3554e-11,0.71593,0.67206,1,1
1,GO REGULATION OF VIRAL ENTRY INTO HOST CELL,6.0979e-10,0.71282,0.75608,1,1
1,GO MODULATION BY SYMBIONT OF ENTRY INTO HOST,2.3933e-10,0.7124,0.76507,1,1
