archetype #,Feature Name,P value (Hypergeom.),Significant after Benjamini-Hochberg correction?,P maximal
1,NEW 10 2020: Y,2.1039e-11,1,0.99952
1,10 08 2020: Y,2.1039e-11,1,0.99952
1,subtype: Y,1.0239e-07,1,0.98788
1,source: CCLE,0.015621,1,0.65187
1,subtype: uncl,0.049376,1,0.21889
1,subtype: P,0.26199,1,0.028717
1,NEW 10 2020: P,0.26199,1,0.028717
1,10 08 2020: P,0.26199,1,0.028717
1,subtype: A2,0.94816,1,1.2849e-07
1,10 08 2020: A2,0.96049,1,4.2105e-08
1,NEW 10 2020: A2,0.96559,1,1.9192e-08
1,source: Minna,0.99739,1,1.1798e-13
1,subtype: A,1,1,1.091e-28
1,subtype: N,1,1,1.5539e-09
1,NEW 10 2020: A,1,1,3.475e-24
1,NEW 10 2020: N,1,1,4.12e-12
1,10 08 2020: A,1,1,2.7856e-28
1,10 08 2020: N,1,1,7.7976e-09
1,10 08 2020: uncl,1,1,0.00045
2,subtype: P,5.6866e-13,1,0.99991
2,NEW 10 2020: P,5.6866e-13,1,0.99991
2,10 08 2020: P,5.6866e-13,1,0.99991
2,10 08 2020: uncl,0.19076,1,0.055652
2,source: CCLE,0.61552,1,0.0003666
2,source: Minna,0.6254,1,0.00016066
2,subtype: N,0.87186,1,1.8933e-05
2,subtype: A2,0.94816,1,2.6779e-07
2,NEW 10 2020: N,0.94816,1,2.6779e-07
2,10 08 2020: A2,0.96049,1,8.6158e-08
2,NEW 10 2020: A2,0.96559,1,4.2913e-08
2,subtype: A,1,1,5.3263e-25
2,subtype: Y,1,1,4.7916e-06
2,subtype: uncl,1,1,0.00010368
2,NEW 10 2020: A,1,1,7.2367e-22
2,NEW 10 2020: Y,1,1,2.1818e-06
2,10 08 2020: A,1,1,1.8642e-25
2,10 08 2020: N,1,1,1.0101e-08
2,10 08 2020: Y,1,1,2.1818e-06
3,10 08 2020: N,1.7264e-13,1,0.99977
3,NEW 10 2020: N,4.9325e-10,1,0.95196
3,subtype: N,2.1689e-08,1,0.97686
3,subtype: uncl,0.049376,1,0.21889
3,source: Minna,0.38448,1,0.0047016
3,source: CCLE,0.82173,1,3.1259e-06
3,subtype: A,1,1,3.5904e-27
3,subtype: A2,1,1,5.2727e-13
3,subtype: P,1,1,8.5226e-07
3,subtype: Y,1,1,3.9314e-06
3,NEW 10 2020: A,1,1,6.7894e-24
3,NEW 10 2020: A2,1,1,2.2826e-14
3,NEW 10 2020: P,1,1,8.5226e-07
3,NEW 10 2020: Y,1,1,1.7755e-06
3,10 08 2020: A,1,1,4.5258e-28
3,10 08 2020: A2,1,1,5.9917e-14
3,10 08 2020: P,1,1,8.5226e-07
3,10 08 2020: Y,1,1,1.7755e-06
3,10 08 2020: uncl,1,1,0.00045
4,subtype: A2,4.9325e-10,1,0.99173
4,10 08 2020: A2,1.6489e-09,1,0.95139
4,NEW 10 2020: A2,2.8855e-09,1,0.94969
4,source: CCLE,0.3746,1,0.0041987
4,source: Minna,0.82302,1,8.4239e-06
4,subtype: A,1,1,1.4585e-27
4,subtype: N,1,1,5.2032e-10
4,subtype: P,1,1,6.764e-07
4,subtype: Y,1,1,1.5446e-06
4,subtype: uncl,1,1,9.9e-05
4,NEW 10 2020: A,1,1,8.0232e-25
4,NEW 10 2020: N,1,1,1.9803e-13
4,NEW 10 2020: P,1,1,6.764e-07
4,NEW 10 2020: Y,1,1,4.2906e-07
4,10 08 2020: A,1,1,1.3792e-28
4,10 08 2020: N,1,1,9.2368e-10
4,10 08 2020: P,1,1,6.764e-07
4,10 08 2020: Y,1,1,4.2906e-07
4,10 08 2020: uncl,1,1,0.00045
5,NEW 10 2020: A,6.6081e-06,1,0.64398
5,subtype: A,4.1614e-05,1,0.33724
5,10 08 2020: A,5.2963e-05,1,0.12496
5,source: Minna,0.17827,1,0.037521
5,source: CCLE,0.94263,1,4.9793e-09
5,subtype: A2,1,1,2.1281e-12
5,subtype: N,1,1,1.3615e-09
5,subtype: P,1,1,6.4164e-07
5,subtype: Y,1,1,2.3478e-06
5,subtype: uncl,1,1,9.9e-05
5,NEW 10 2020: A2,1,1,1.362e-13
5,NEW 10 2020: N,1,1,4.5484e-12
5,NEW 10 2020: P,1,1,6.4164e-07
5,NEW 10 2020: Y,1,1,7.4142e-07
5,10 08 2020: A2,1,1,2.8374e-13
5,10 08 2020: N,1,1,7.0631e-09
5,10 08 2020: P,1,1,6.4164e-07
5,10 08 2020: Y,1,1,7.4142e-07
5,10 08 2020: uncl,1,1,0.00042969
