archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION,0.02843,262.3018,281.4147,1,1
1,GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.014486,233.8639,253.5764,1,1
1,GO_REGULATION_OF_HEPATOCYTE_PROLIFERATION,0.030383,210.9899,206.1525,1,1
1,GO_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION,0.010773,185.6496,153.8561,1,1
1,GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT,0.025414,172.7214,257.1322,1,1
1,GO_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS,0.02068,170.3685,106.7616,1,1
1,GO_ACTIN_CROSSLINK_FORMATION,0.0036303,160.1486,80.8406,1,1
1,GO_RESPONSE_TO_AUDITORY_STIMULUS,0.016734,140.0282,137.9705,1,1
1,GO_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION,0.019283,121.7843,119.7287,1,1
1,GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.0090226,118.5674,81.6794,1,1
1,GO_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT,0.019739,113.3423,119.1341,1,1
1,GO_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION,0.00025131,109.9799,148.6574,1,1
1,GO_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,0.02843,102.7488,82.2177,1,1
1,GO_ATRIAL_SEPTUM_MORPHOGENESIS,0.0013457,94.8083,171.8273,1,1
1,GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,0.011326,93.3536,77.4189,1,1
1,GO_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,0.0027346,91.8181,103.3781,1,1
1,GO_GAMMA_DELTA_T_CELL_DIFFERENTIATION,0.00044439,88.8985,138.0352,1,1
1,GO_CARDIAC_VENTRICLE_FORMATION,0.0024367,88.6828,139.0118,1,1
1,GO_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING,0.0040578,87.8587,52.8092,1,1
1,GO_MITRAL_VALVE_DEVELOPMENT,0.00081984,86.5886,130.8725,1,1
1,GO_REGULATION_OF_CARTILAGE_DEVELOPMENT,0.035393,79.7072,58.6227,1,1
1,GO_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,0.0056288,79.3285,75.4698,1,1
1,GO_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,0.019283,78.1612,57.2559,1,1
1,GO_LIPOXYGENASE_PATHWAY,0.0053338,75.8862,80.7713,1,1
1,GO_CARDIAC_CHAMBER_FORMATION,0.0025817,73.8334,115.5339,1,1
1,GO_ATRIAL_SEPTUM_DEVELOPMENT,0.0012662,72.96,125.4988,1,1
1,GO_PROSTATE_GLAND_MORPHOGENESIS,0.007729,70.8623,46.8972,1,1
1,GO_NEGATIVE_REGULATION_OF_GLIOGENESIS,0.010773,70.8328,38.5111,1,1
1,GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION,0.015574,68.8637,78.0661,1,1
1,GO_VENTRICULAR_SEPTUM_MORPHOGENESIS,0.001872,68.8247,68.0185,1,1
1,GO_LIMB_BUD_FORMATION,0.0039469,67.1546,110.4223,1,1
1,GO_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,0.0087944,64.6953,61.8247,1,1
1,GO_CARDIOBLAST_PROLIFERATION,0.0059384,63.743,117.8023,1,1
1,GO_POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,0.0075304,63.2133,78.9604,1,1
1,GO_GAMMA_DELTA_T_CELL_ACTIVATION,0.00040247,61.2531,94.2688,1,1
1,GO_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,0.025414,59.2438,56.0892,1,1
