archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,GO COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE,1.3909e-05,0.37482,0.40681,1,1
1,GO ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,1.8524e-05,0.26399,0.31207,1,1
1,GO NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS NONSENSE MEDIATED DECAY,0.00057531,0.23345,0.21034,1,1
1,GO AEROBIC ELECTRON TRANSPORT CHAIN,0.024086,0.14255,0.13196,1,1
1,GO RIBOSOMAL SMALL SUBUNIT ASSEMBLY,0.045233,0.12388,0.1132,1,1
1,GO PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM,0.00054254,0.11832,0.14949,1,1
2,GO POSTSYNAPTIC SPECIALIZATION ASSEMBLY,0.00031664,0.6788,0.58172,1,1
2,GO REGULATION OF POSTSYNAPTIC NEUROTRANSMITTER RECEPTOR ACTIVITY,5.6086e-05,0.66771,0.69044,1,1
2,GO G PROTEIN COUPLED GLUTAMATE RECEPTOR SIGNALING PATHWAY,0.0021907,0.66339,0.55448,1,1
2,GO RESPONSE TO POTASSIUM ION,0.00024771,0.64682,0.52154,1,1
2,GO OPTIC NERVE DEVELOPMENT,0.0016767,0.63923,0.5256,1,1
2,GO SPINAL CORD MOTOR NEURON CELL FATE SPECIFICATION,0.0015882,0.63061,0.47872,1,1
2,GO NETRIN ACTIVATED SIGNALING PATHWAY,0.00042807,0.61198,0.53397,1,1
2,GO SYNAPTIC MEMBRANE ADHESION,8.3641e-05,0.60825,0.5794,1,1
2,GO POSTSYNAPTIC MEMBRANE ASSEMBLY,0.00054254,0.59893,0.50405,1,1
2,GO POSTSYNAPTIC SPECIALIZATION ORGANIZATION,0.00014989,0.58419,0.50284,1,1
2,GO DISTAL TUBULE DEVELOPMENT,0.0028457,0.57009,0.4761,1,1
2,GO POSITIVE REGULATION OF SYNAPTIC PLASTICITY,0.00012367,0.56853,0.60656,1,1
2,GO COMMISSURAL NEURON AXON GUIDANCE,0.00014989,0.5636,0.52568,1,1
2,GO PRESYNAPTIC MODULATION OF CHEMICAL SYNAPTIC TRANSMISSION,0.00026348,0.55783,0.47928,1,1
2,GO PREPULSE INHIBITION,0.00024771,0.54593,0.54065,1,1
2,GO RESOLUTION OF MEIOTIC RECOMBINATION INTERMEDIATES,0.00010866,0.53498,0.51352,1,1
2,GO CEREBELLAR PURKINJE CELL LAYER FORMATION,0.0017696,0.53317,0.42302,1,1
2,GO CENTRIOLE CENTRIOLE COHESION,4.2763e-05,0.53217,0.53708,1,1
2,GO INHIBITORY POSTSYNAPTIC POTENTIAL,0.00091199,0.52928,0.52999,1,1
2,GO CELL FATE SPECIFICATION INVOLVED IN PATTERN SPECIFICATION,0.0016767,0.52575,0.49748,1,1
2,GO SYNAPTIC VESICLE DOCKING,0.0011418,0.52087,0.4563,1,1
2,GO MEIOTIC CHROMOSOME SEPARATION,7.3279e-05,0.51966,0.49679,1,1
2,GO CHONDROCYTE DIFFERENTIATION INVOLVED IN ENDOCHONDRAL BONE MORPHOGENESIS,0.0017696,0.51712,0.40221,1,1
2,GO MAINTENANCE OF SYNAPSE STRUCTURE,0.00068502,0.51538,0.5059,1,1
2,GO REGULATION OF POSTSYNAPTIC SPECIALIZATION ASSEMBLY,0.0011418,0.51534,0.52655,1,1
2,GO POSTSYNAPSE ASSEMBLY,0.00017019,0.50919,0.48901,1,1
2,GO SEMINIFEROUS TUBULE DEVELOPMENT,0.00014989,0.50791,0.48134,1,1
2,GO CEREBELLAR PURKINJE CELL LAYER MORPHOGENESIS,0.00076864,0.50494,0.456,1,1
2,GO POSITIVE REGULATION OF NEURON MIGRATION,0.00013188,0.49886,0.57246,1,1
2,GO SYNAPSE MATURATION,0.00054254,0.49689,0.50741,1,1
2,GO DORSAL SPINAL CORD DEVELOPMENT,0.0003797,0.49622,0.44771,1,1
2,GO KINETOCHORE ASSEMBLY,0.00017019,0.49564,0.42935,1,1
2,GO KINETOCHORE ORGANIZATION,5.2428e-05,0.48985,0.46319,1,1
2,GO MICROTUBULE DEPOLYMERIZATION,0.00013188,0.47855,0.44907,1,1
2,GO REGULATION OF PRESYNAPTIC CYTOSOLIC CALCIUM ION CONCENTRATION,0.0044907,0.47555,0.42399,1,1
2,GO LENS MORPHOGENESIS IN CAMERA TYPE EYE,0.0015882,0.47507,0.4253,1,1
2,GO TRIGEMINAL NERVE DEVELOPMENT,0.0042727,0.47279,0.45668,1,1
2,GO MRNA SPLICE SITE SELECTION,4.2763e-05,0.47064,0.45146,1,1
2,GO MALE SEX DETERMINATION,0.0042727,0.47058,0.36272,1,1
2,GO FOREBRAIN REGIONALIZATION,8.3641e-05,0.46744,0.52661,1,1
2,GO REPLICATION FORK PROCESSING,0.00024771,0.46568,0.42814,1,1
2,GO REGULATION OF MICROTUBULE DEPOLYMERIZATION,0.00031664,0.46354,0.42289,1,1
2,GO NEGATIVE REGULATION OF DENDRITIC SPINE DEVELOPMENT,0.00028019,0.456,0.43297,1,1
2,GO REGULATION OF NEURON MIGRATION,0.00015974,0.45598,0.50077,1,1
2,GO NEGATIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL,0.00017019,0.45544,0.41983,1,1
2,GO MICROTUBULE NUCLEATION BY MICROTUBULE ORGANIZING CENTER,0.00031664,0.45517,0.47759,1,1
2,GO PRESYNAPTIC MEMBRANE ORGANIZATION,0.0038653,0.45182,0.40489,1,1
2,GO FACIAL NERVE MORPHOGENESIS,0.021265,0.44724,0.33177,1,1
2,GO SKELETAL MUSCLE ACETYLCHOLINE GATED CHANNEL CLUSTERING,0.012106,0.44595,0.33611,1,1
2,GO DENDRITIC TRANSPORT,0.0012071,0.44437,0.44426,1,1
2,GO POSITIVE REGULATION OF SYNAPTIC TRANSMISSION GLUTAMATERGIC,0.0020776,0.4401,0.3644,1,1
2,GO NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION,0.00045436,0.43533,0.39455,1,1
2,GO NEUROTRANSMITTER GATED ION CHANNEL CLUSTERING,0.031957,0.43274,0.30288,1,1
2,GO MICROTUBULE ANCHORING AT CENTROSOME,0.0003797,0.43265,0.44015,1,1
2,GO HISTONE H3 K36 METHYLATION,0.0003797,0.42971,0.439,1,1
2,GO NEURONAL ION CHANNEL CLUSTERING,0.00010866,0.42886,0.46452,1,1
2,GO IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY,0.0021907,0.42824,0.35412,1,1
2,GO PROTEIN LOCALIZATION TO CILIARY MEMBRANE,0.00048214,0.42727,0.40279,1,1
2,GO SPINAL CORD PATTERNING,0.0013481,0.42597,0.44487,1,1
2,GO DENTATE GYRUS DEVELOPMENT,0.00015974,0.42533,0.53385,1,1
2,GO NEGATIVE REGULATION OF EPIDERMAL CELL DIFFERENTIATION,0.01266,0.42439,0.33803,1,1
2,GO NEGATIVE REGULATION OF RESPONSE TO EXTRACELLULAR STIMULUS,0.00033648,0.42171,0.33473,1,1
2,GO REGULATION OF PRESYNAPSE ORGANIZATION,0.00040321,0.42145,0.40513,1,1
2,GO CELL PROLIFERATION IN HINDBRAIN,0.0042727,0.42095,0.33113,1,1
2,GO CENTRIOLE ASSEMBLY,4.2763e-05,0.41747,0.40494,1,1
2,GO HOMOLOGOUS RECOMBINATION,0.00017019,0.41557,0.36197,1,1
2,GO SYNAPTIC VESICLE CLUSTERING,0.00068502,0.41548,0.46256,1,1
2,GO URETER DEVELOPMENT,0.020391,0.41407,0.41664,1,1
2,GO NEGATIVE REGULATION OF DENDRITE DEVELOPMENT,0.00014062,0.41273,0.4009,1,1
2,GO DNA DEPENDENT DNA REPLICATION MAINTENANCE OF FIDELITY,0.00019306,0.41172,0.41191,1,1
2,GO CRANIAL NERVE MORPHOGENESIS,0.0080134,0.41004,0.3208,1,1
2,GO BEHAVIORAL RESPONSE TO COCAINE,0.0010209,0.40982,0.39879,1,1
2,GO SPINAL CORD ASSOCIATION NEURON DIFFERENTIATION,0.00028019,0.40885,0.42811,1,1
2,GO PROTEIN LOCALIZATION TO AXON,0.0020776,0.40768,0.41078,1,1
2,GO TELENCEPHALON REGIONALIZATION,0.00064645,0.40552,0.45485,1,1
2,GO CEREBELLAR PURKINJE CELL LAYER DEVELOPMENT,0.00086166,0.40543,0.37191,1,1
2,GO CELL DIFFERENTIATION IN HINDBRAIN,0.00045436,0.40495,0.3671,1,1
2,GO NEGATIVE REGULATION OF EPIDERMIS DEVELOPMENT,0.0052065,0.40431,0.34059,1,1
2,GO MICROTUBULE ANCHORING AT MICROTUBULE ORGANIZING CENTER,0.00024771,0.40355,0.42498,1,1
2,GO POSITIVE REGULATION OF CILIUM ASSEMBLY,0.00010866,0.4016,0.43114,1,1
2,GO REGULATION OF DOPAMINE RECEPTOR SIGNALING PATHWAY,0.0003797,0.39842,0.41159,1,1
2,GO HISTONE H3 K9 DEMETHYLATION,0.00017019,0.39725,0.41029,1,1
2,GO ANATOMICAL STRUCTURE REGRESSION,0.0011418,0.3972,0.41303,1,1
2,GO PROTEIN LOCALIZATION TO NON MOTILE CILIUM,4.5779e-05,0.39613,0.41673,1,1
2,GO HISTONE H3 K27 METHYLATION,0.00033648,0.39479,0.40476,1,1
2,GO CELL PROLIFERATION IN FOREBRAIN,0.0027019,0.39394,0.35523,1,1
2,GO CEREBELLAR GRANULAR LAYER DEVELOPMENT,0.00045436,0.39278,0.41001,1,1
2,GO MEIOTIC CHROMOSOME SEGREGATION,0.00010866,0.39255,0.34969,1,1
2,GO REGULATION OF SPINDLE CHECKPOINT,6.4139e-05,0.38962,0.38812,1,1
2,GO CEREBELLAR CORTEX DEVELOPMENT,8.9327e-05,0.38898,0.36974,1,1
2,GO NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION,0.0012758,0.38846,0.40758,1,1
2,GO CARDIAC VENTRICLE FORMATION,0.0027019,0.38781,0.37924,1,1
2,GO NEURON CELL CELL ADHESION,0.0012071,0.38702,0.39507,1,1
2,GO SYNAPTIC TRANSMISSION DOPAMINERGIC,0.0024341,0.38679,0.31467,1,1
2,GO POSITIVE REGULATION OF CENTROSOME CYCLE,0.00048214,0.38619,0.36427,1,1
2,GO GLUTAMATE RECEPTOR SIGNALING PATHWAY,0.00091199,0.38615,0.35036,1,1
2,GO MATING BEHAVIOR,0.00031664,0.38559,0.38521,1,1
2,GO LOOP OF HENLE DEVELOPMENT,0.0036751,0.38482,0.45578,1,1
2,GO REGULATION OF POSTSYNAPTIC DENSITY ORGANIZATION,0.00096503,0.38268,0.36978,1,1
2,GO POSITIVE REGULATION OF CIRCADIAN RHYTHM,0.00018128,0.38113,0.46488,1,1
2,GO REGULATION OF SYNAPTIC VESICLE FUSION TO PRESYNAPTIC ACTIVE ZONE MEMBRANE,0.010101,0.37915,0.49282,1,1
